document_id,title,url,domain,source_category,chunk_count,char_count,relevance_score,relevance_bucket,matched_terms,source_id,suggested_decision,suggested_reason,review_decision,review_notes
582,Quality Control and Instrumentation,https://doi.org/10.1007/978-981-16-8298-8_8,doi.org,dam_engineering;uncategorized;????,58,36373,10,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;concrete,crossref_c875bfd57bcf,keep_candidate,strong RFC/concrete term match,,
500,General Information-School of Civil Engineering Tsinghua University,https://www.civil.tsinghua.edu.cn/en/About/General_Information.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,4,2522,2,weak,dam;hydraulic,crawl_514de6bfbd2c,review_candidate,weak domain-term match,,
501,History of SCE-School of Civil Engineering Tsinghua University,https://www.civil.tsinghua.edu.cn/en/About/History_of_SCE.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,3,1616,1,weak,hydraulic,crawl_b1bef1c3b96f,review_candidate,weak domain-term match,,
505,Undergraduate-School of Civil Engineering Tsinghua University,https://www.civil.tsinghua.edu.cn/en/Education/Undergraduate.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,11,6353,2,weak,hydraulic;concrete,crawl_b13ec13e71fc,review_candidate,weak domain-term match,,
506,学校简介,https://www.hhu.edu.cn/xxjj_23318/list.htm,www.hhu.edu.cn,高校机构,4,2753,1,weak,水利,crawl_ec433cefd82d,review_candidate,weak domain-term match,,
507,大学章程,https://www.hhu.edu.cn/dxzc/list.htm,www.hhu.edu.cn,高校机构,20,15011,1,weak,水利,crawl_df556811860b,review_candidate,weak domain-term match,,
508,历史名人,https://www.hhu.edu.cn/23413/list.htm,www.hhu.edu.cn,高校机构,4,2378,2,weak,大坝;水利,crawl_b739e428e063,review_candidate,weak domain-term match,,
509,历任党政负责人,https://www.hhu.edu.cn/23414/list.htm,www.hhu.edu.cn,高校机构,7,5317,1,weak,水利,crawl_d32b44db71bc,review_candidate,weak domain-term match,,
514,NAV,https://en.hhu.edu.cn/343/list.htm,en.hhu.edu.cn,,5,3254,1,weak,hydraulic,,review_candidate,weak domain-term match,,
518,What is IAHR,https://www.iahr.org/index/detail/200,www.iahr.org,高校机构,16,10125,1,weak,hydraulic,crawl_d7f1bacda06e,review_candidate,weak domain-term match,,
521,Council,https://www.iahr.org/index/council,www.iahr.org,高校机构,1,377,1,weak,hydraulic,crawl_6b935d2930d5,review_candidate,weak domain-term match,,
522,IAHR Presidents since 1935,https://www.iahr.org/index/detail/98,www.iahr.org,高校机构,21,14225,2,weak,dam;hydraulic,crawl_2b6ccb027f8e,review_candidate,weak domain-term match,,
523,Build America - American Cement Association,https://www.cement.org/build-america/,www.cement.org,高校机构,9,5635,1,weak,concrete,crawl_3709fdf59581,review_candidate,weak domain-term match,,
524,Cement & Concrete - American Cement Association,https://www.cement.org/cement-concrete/,www.cement.org,高校机构,2,1397,1,weak,concrete,crawl_6e38b38607e0,review_candidate,weak domain-term match,,
532,Codes and Standards,https://www.asce.org/publications-and-news/codes-and-standards,www.asce.org,高校机构,78,56023,1,weak,concrete,crawl_4807c2238077,review_candidate,weak domain-term match,,
535,Frontiers | History,https://www.frontiersin.org/about/history,www.frontiersin.org,开放论文,21,14062,1,weak,dam,crawl_48dc85431ccb,review_candidate,weak domain-term match,,
545,Announcements,https://www.nature.com/srep/announcements/engineering,www.nature.com,开放论文,15,9909,1,weak,dam,crawl_1db2e8b14b77,review_candidate,weak domain-term match,,
550,清华新闻,https://www.tsinghua.edu.cn/xxgk/xxyg.htm,www.tsinghua.edu.cn,,3,2211,1,weak,水利,,review_candidate,weak domain-term match,,
552,Graduate-School of Civil Engineering Tsinghua University,https://www.civil.tsinghua.edu.cn/en/Education/Graduate.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,4,2248,2,weak,hydraulic;concrete,crawl_7d16474ead24,review_candidate,weak domain-term match,,
553,Graduate-Department of Hydraulic Engineering,https://www.civil.tsinghua.edu.cn/heen/Education/Graduate.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,3,2034,2,weak,hydraulic;concrete,crawl_dfc0928ce218,review_candidate,weak domain-term match,,
554,水利新闻-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/gysl/slxw.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,684,1,weak,水利,crawl_90c7a79e1438,review_candidate,weak domain-term match,,
555,水利概况-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/gysl/slgk.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,2,1028,1,weak,水利,crawl_71c5798150e0,review_candidate,weak domain-term match,,
556,历史沿革-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/gysl/lsyg.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,3,1678,1,weak,水利,crawl_9f4330a067f7,review_candidate,weak domain-term match,,
557,学院新闻-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/gyxy/xyxw.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,413,1,weak,水利,crawl_2d8483ba449d,review_candidate,weak domain-term match,,
558,学院概况-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/gyxy/xygk.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,359,1,weak,水利,crawl_f8838395aa8a,review_candidate,weak domain-term match,,
559,院长致辞-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/gyxy/yzzc.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,542,1,weak,水利,crawl_1f534a8672ae,review_candidate,weak domain-term match,,
560,历史沿革-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/gyxy/lsyg.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,568,1,weak,水利,crawl_9efa22c308a4,review_candidate,weak domain-term match,,
561,委员会-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/gyxy/wyh.htm,www.civil.tsinghua.edu.cn,高校机构;工程案例,1,488,1,weak,水利,crawl_66cca66cb2d9,review_candidate,weak domain-term match,,
562,院系设置,https://www.hhu.edu.cn/190/list.htm,www.hhu.edu.cn,高校机构,1,433,1,weak,水利,crawl_a5079028af7e,review_candidate,weak domain-term match,,
581,https://doi.org/10.16511/j.cnki.qhdxxb.2019.22.029,https://doi.org/10.16511/j.cnki.qhdxxb.2019.22.029,doi.org,uncategorized;????,1,307,2,weak,堆石;混凝土,openalex_1483452076b4,review_candidate,weak domain-term match,,
583,清华新闻,https://www.tsinghua.edu.cn/info/1367/81635.htm,www.tsinghua.edu.cn,,3,1906,10,strong,堆石混凝土;自密实混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
584,清华大学主办堆石混凝土高坝建设关键技术研讨会-清华大学,https://www.tsinghua.edu.cn/info/1181/84053.htm,www.tsinghua.edu.cn,工程案例,2,851,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_ffe4cf765e1e,keep_candidate,strong RFC/concrete term match,,
585,【清华新思】为创新驱动发展战略贡献清华力量-清华大学,https://www.tsinghua.edu.cn/info/1173/18745.htm,www.tsinghua.edu.cn,高校机构,7,5084,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_79030e943dce,keep_candidate,strong RFC/concrete term match,,
586,"中国原创助力冬奥会——清华堆石混凝土技术引发""革命""-清华大学水利水电工程系",https://www.civil.tsinghua.edu.cn/he/info/1111/1846.htm,www.civil.tsinghua.edu.cn,工程案例,3,1916,10,strong,堆石混凝土;自密实混凝土;堆石;大坝;水利;混凝土,crawl_5f9eb99323a1,keep_candidate,strong RFC/concrete term match,,
587,“基于堆石混凝土的全材料筑坝关键技术研究” 项目启动会在京顺利召开-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/2052.htm,www.civil.tsinghua.edu.cn,工程案例,1,619,6,strong,堆石混凝土;堆石;水利;混凝土,crawl_a7e8e39d0c67,keep_candidate,strong RFC/concrete term match,,
588,清华大学举办堆石混凝土坝工程考察与筑坝技术专家咨询会 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1926.htm,www.civil.tsinghua.edu.cn,工程案例,2,925,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_6013f750bc5d,keep_candidate,strong RFC/concrete term match,,
589,清华大学举办堆石混凝土高坝建设关键技术研讨会 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1070.htm,www.civil.tsinghua.edu.cn,工程案例,2,1021,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_0bca5810ecd8,keep_candidate,strong RFC/concrete term match,,
