config,query_id,difficulty_type,language_type,expected_refused,hit,rank,refused,refusal_matched,best_score,hit_title,top_titles,notes
keyword,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,28.4500,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || A Pilot Study on Integrated Properties of Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam,易混淆：振捣 vs 自密实
keyword,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,50.8500,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,"Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Measurement and Evaluation of the Thermal Expansion Coefficient of Rock-Filled Concrete || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC)",易混淆：peridynamics vs LBM-DEM
keyword,cf_mesoscale_modulus,confusable,en,no,yes,1,,,90.7000,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,"A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || Investigation of the splitting tensile behavior of rock-filled concrete based on mesoscopic modeling: Considering the effects of rock strength, bearing strip width, and rockfill ratio || Rock-filled concrete, the new norm of SCC in hydraulic engineering in China || Effect of basalt fiber content on the dynamic tensile properties of rock-filled concrete: Insights from split-hopkinson tensile bar and split-hopkinson pressure bar Brazilian testing",易混淆：mesoscale 弹模 vs 3D 细观抗压
keyword,cf_rfc_review_overview,confusable,en,no,yes,1,,,79.9750,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,易混淆：综述 vs 单篇实验
keyword,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,36.2750,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || Experimental study on new technology of the construction waste concrete recycling,易混淆：RFC dam vs CFRD false friend
vector,cp_filling_yield_stress,cross_passage,zh,no,no,,,,0.0000,,,跨段：填充能力受流变参数影响
vector,cp_lbm_dem_flow,cross_passage,en,no,no,,,,0.0000,,,跨段：数值模拟流动过程
vector,cp_specimen_size_strength,cross_passage,en,no,no,,,,0.0000,,,跨段：尺寸效应与抗压强度
vector,cp_temperature_construction,cross_passage,en,no,no,,,,0.0000,,,跨段：施工参数与温控
vector,cp_itz_uniaxial,cross_passage,en,no,no,,,,0.0000,,,跨段：ITZ 与抗压行为
vector,cp_artificial_rockfill,cross_passage,en,no,no,,,,0.0000,,,跨段：人工堆石材料
vector,cp_adiabatic_temp,cross_passage,en,no,no,,,,0.0000,,,跨段：水化热温升
vector,cp_seismic_compare,cross_passage,en,no,no,,,,0.0000,,,跨段：抗震对比
vector,cf_elastic_vs_compressive,confusable,en,no,no,,,,0.0000,,,易混淆：弹性模量 vs 抗压强度
vector,cf_filling_vs_compaction,confusable,en,no,no,,,,0.0000,,,易混淆：填充能力 vs 密实度
vector,cf_vibrated_vs_scc,confusable,en,no,no,,,,0.0000,,,易混淆：振捣 vs 自密实
vector,cf_peridynamics_vs_lbm,confusable,en,no,no,,,,0.0000,,,易混淆：peridynamics vs LBM-DEM
vector,cf_mesoscale_modulus,confusable,en,no,no,,,,0.0000,,,易混淆：mesoscale 弹模 vs 3D 细观抗压
vector,cf_rfc_review_overview,confusable,en,no,no,,,,0.0000,,,易混淆：综述 vs 单篇实验
vector,cf_rfc_vs_cfrd,confusable,en,no,no,,,,0.0000,,,易混淆：RFC dam vs CFRD false friend
hybrid,cp_filling_yield_stress,cross_passage,zh,no,no,,,,0.3387,,Experimental research on the tensile performance of the self-compacting rock-filled concrete || Evaluating the Filling Performance of Steel Fiber-Reinforced Self-Compacted Mortar into Rock-Filled Concrete || 自密实堆石混凝土堆石率对密实度的影响试验研究 || The History of Rock-Filled Concrete Dams || Study on Strength Mechanism of Self-Compacting Rock-Fill Concrete with Big Aggregates | Scientific.Net,跨段：填充能力受流变参数影响
hybrid,cp_lbm_dem_flow,cross_passage,en,no,no,,,,0.3131,,堆石混凝土抗压强度影响因素细观分析 || 堆石混凝土抗压强度影响因素细观分析 || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || 堆石混凝土填充性能及界面破坏特性研究 || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：数值模拟流动过程
hybrid,cp_specimen_size_strength,cross_passage,en,no,no,,,,0.3644,,Filling Process of HSCC and Compactness of RFC || Mechanical and Physical Properties || Study on Strength Mechanism of Self-Compacting Rock-Fill Concrete with Big Aggregates || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Research on Damage Characterization of Rock-filled Concrete with Defects Using Super Absorbent Polymer,跨段：尺寸效应与抗压强度
hybrid,cp_temperature_construction,cross_passage,en,no,no,,,,0.3500,,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || The Research and Application of Dam Construction Technology of Rock-Filled Concrete | Scientific.Net || 堆石混凝土绝热温升性能初步研究 || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：施工参数与温控
hybrid,cp_itz_uniaxial,cross_passage,en,no,yes,2,,,0.3383,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,The Comparison of Self-Compacting Rock-Filled Concrete with Large-Size Natural and Recycled Aggregate || 基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究 || Experimental research on the tensile performance of the self-compacting rock-filled concrete || Mechanical Behavior of Cemented Granular Aggregates under Uniaxial Compression || Mesoscopic thermal field reconstruction and parametrical studies of heterogeneous rock-filled concrete at early age,跨段：ITZ 与抗压行为
hybrid,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,0.5827,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,"Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Rock-filled concrete, the new norm of SCC in hydraulic engineering in China || Study on influencing factors of shear characteristics of rock-fill concrete layer of iron tailings as fine aggregate || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete",跨段：人工堆石材料
hybrid,cp_adiabatic_temp,cross_passage,en,no,yes,3,,,0.3370,整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 (1),堆石混凝土施工技术在新疆铁路及公路挡土墙工程中的应用 || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || 整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 (1) || 整体浇筑堆石混凝土拱坝施工期温度监测与等效均质仿真研究 || 考虑分层填充的非均质堆石混凝土温度研究 (1),跨段：水化热温升
hybrid,cp_seismic_compare,cross_passage,en,no,no,,,,0.2282,,The Research and Application of Dam Construction Technology of Rock-Filled Concrete || 自密实堆石混凝土抗拉性能的试验研究 || 自密实堆石混凝土抗拉性能的试验研究 || Artificial rockfill placement optimization in rock-filled concrete with massive solid waste || Research on Rock-Filled Concrete Dam - International Journal of Civil Engineering,跨段：抗震对比
hybrid,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,0.6566,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || 考虑骨架作用的堆石混凝土三维细观建模方法 (1) || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || 自密实堆石混凝土力学性能的细观仿真与试验研究,易混淆：弹性模量 vs 抗压强度
hybrid,cf_filling_vs_compaction,confusable,en,no,no,,,,0.3435,,Stochastic modeling of the properties of self-compacting concrete considering aggregate size and its impact on rock-filled concrete || 堆石混凝土综合性能的研究现状 || 堆石混凝土综合性能的研究现状 (1) || 堆石混凝土综合性能的研究现状 || 堆石混凝土及堆石混凝土大坝,易混淆：填充能力 vs 密实度
hybrid,cf_vibrated_vs_scc,confusable,en,no,no,,,,0.3875,,中低应变率下堆石混凝土动强度试验研究 (1) || 中低应变率下堆石混凝土动强度试验研究 || 堆石混凝土劈拉性能尺寸效应研究 || 自密实堆石混凝土力学性能的试验研究 || 工程尺度堆石混凝土抗压性能试验研究,易混淆：振捣 vs 自密实
hybrid,cf_peridynamics_vs_lbm,confusable,en,no,no,,,,0.3042,,Experimental studies on shear properties of cold joints of rock-filled concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 堆石混凝土施工技术在新疆铁路及公路挡土墙工程中的应用 || 堆石混凝土强度性能及冻融耐久性的研究 || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,易混淆：peridynamics vs LBM-DEM
hybrid,cf_mesoscale_modulus,confusable,en,no,no,,,,0.3292,,堆石混凝土抗压强度影响因素细观分析 || 堆石混凝土抗压强度影响因素细观分析 || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental research on the tensile performance of the self-compacting rock-filled concrete || Effect of rock shear keys on the shear performance of cold joints in rock-filled concrete structures: Experimental and numerical investigation,易混淆：mesoscale 弹模 vs 3D 细观抗压
hybrid,cf_rfc_review_overview,confusable,en,no,yes,5,,,0.2827,A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,"堆石混凝土综合性能的研究现状 || 堆石混凝土综合性能的研究现状 (1) || 堆石混凝土综合性能的研究现状 || Rock-filled concrete, the new norm of SCC in hydraulic engineering in China || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete",易混淆：综述 vs 单篇实验
hybrid,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,0.4004,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究 || 石粉自密实混凝土在松林水库堆石混凝土大坝工程中的应用研究 || 堆石混凝土渐进破坏细观机理研究 || 堆石混凝土与埋石混凝土方案典型对比研究 || 我国堆石混凝土筑坝技术的新发展,易混淆：RFC dam vs CFRD false friend
bm25_rrf,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,0.0164,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Analyzing the filling performance parameters of self-compacted mortar in rock filled concrete,跨段：填充能力受流变参数影响
bm25_rrf,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,0.0164,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,"Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",跨段：数值模拟流动过程
bm25_rrf,cp_specimen_size_strength,cross_passage,en,no,yes,1,,,0.0164,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,"Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Research on the size effect of rock-filled concrete compressive strength: Considering the influence of rockfill ratios and rock shapes || Experimental Study on Effects of Casting Procedures on Compressive Strength, Water Permeability, and Interfacial Transition Zone Porosity of Rock-Filled Concrete || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties",跨段：尺寸效应与抗压强度
bm25_rrf,cp_temperature_construction,cross_passage,en,no,yes,1,,,0.0164,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || Field prototype experiment of rockfill temperature before SCC filling for rock-filled concrete dam || Rock-filled concrete in the mass concrete temperature field analysis || Mesoscopic thermal field reconstruction and parametrical studies of heterogeneous rock-filled concrete at early age,跨段：施工参数与温控
bm25_rrf,cp_itz_uniaxial,cross_passage,en,no,yes,1,,,0.0164,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Mechanical Behavior of Cemented Granular Aggregates under Uniaxial Compression,跨段：ITZ 与抗压行为
bm25_rrf,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,0.0164,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Artificial rockfill placement optimization in rock-filled concrete with massive solid waste || Study on influencing factors of shear characteristics of rock-fill concrete layer of iron tailings as fine aggregate || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,跨段：人工堆石材料
bm25_rrf,cp_adiabatic_temp,cross_passage,en,no,yes,1,,,0.0164,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || Rock-filled concrete in the mass concrete temperature field analysis || Rock-Filled Concrete with Manufactured Sand || Mechanical and Physical Properties,跨段：水化热温升
bm25_rrf,cp_seismic_compare,cross_passage,en,no,yes,1,,,0.0164,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || 堆石混凝土在某高坝上的应用研究与抗震分析 || Mesoscopic representation of conventional concrete and rock-filled concrete: A novel FEM-SBFEM coupled approach,跨段：抗震对比
bm25_rrf,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,0.0164,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || On the elastic modulus of rock-filled concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,易混淆：弹性模量 vs 抗压强度
bm25_rrf,cf_filling_vs_compaction,confusable,en,no,yes,1,,,0.0164,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,易混淆：填充能力 vs 密实度
bm25_rrf,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,0.0164,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || A Pilot Study on Integrated Properties of Rock-Filled Concrete || Other Rock-Filled Concrete Related Technologies || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC),易混淆：振捣 vs 自密实
bm25_rrf,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,0.0164,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,"Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Advancing rock-filled concrete (RFC) technology: Comprehensive insights into filling quality, mechanical properties, durability, and numerical simulation || Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Simulation of thermal stress and control measures for rock-filled concrete dam in high-altitude and cold regions",易混淆：peridynamics vs LBM-DEM
bm25_rrf,cf_mesoscale_modulus,confusable,en,no,yes,1,,,0.0164,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || On the elastic modulus of rock-filled concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,易混淆：mesoscale 弹模 vs 3D 细观抗压
bm25_rrf,cf_rfc_review_overview,confusable,en,no,yes,1,,,0.0164,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete,易混淆：综述 vs 单篇实验
bm25_rrf,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,0.0164,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete | Scientific.Net || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,易混淆：RFC dam vs CFRD false friend
bm25_rrf_context,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,0.0164,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Analyzing the filling performance parameters of self-compacted mortar in rock filled concrete,跨段：填充能力受流变参数影响
bm25_rrf_context,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,0.0164,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,"Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",跨段：数值模拟流动过程
