document_id,title,url,domain,source_category,chunk_count,char_count,relevance_score,relevance_bucket,matched_terms,source_id,suggested_decision,suggested_reason,review_decision,review_notes
576,Rock-Filled Concrete with Manufactured Sand,https://doi.org/10.1007/978-981-19-6313-1_7,doi.org,uncategorized;????,112,73537,10,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;concrete,crossref_359511a75fcd,keep_candidate,strong RFC/concrete term match,,
577,State-of-the-Art and Future Prospects,https://doi.org/10.1007/978-981-16-8298-8_10,doi.org,review;????,33,22041,11,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;hydraulic;concrete,crossref_645bdf46b52b,keep_candidate,strong RFC/concrete term match,,
578,The History of Rock-Filled Concrete Dams,https://doi.org/10.1007/978-981-16-8298-8_2,doi.org,dam_engineering;????,56,36465,11,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;hydraulic;concrete,crossref_f3ff2cd849bb,keep_candidate,strong RFC/concrete term match,,
579,Particle Size Distribution of Sandstone Aggregate Influence on Recycled Aggregate Concrete Properties | Scientific.Net,https://doi.org/10.4028/www.scientific.net/amm.584-586.1504,doi.org,filling_capacity;mechanical_properties;numerical_modeling;????,2,1239,4,strong,rock-fill concrete;concrete,openalex_21c90a50f3bb,keep_candidate,strong RFC/concrete term match,,
580,The Comparison of Self-Compacting Rock-Filled Concrete with Large-Size Natural and Recycled Aggregate | Scientific.Net,https://doi.org/10.4028/www.scientific.net/amm.513-517.20,doi.org,uncategorized;????,2,980,4,strong,rock-filled concrete;concrete,openalex_bd1b89d8837a,keep_candidate,strong RFC/concrete term match,,
582,Quality Control and Instrumentation,https://doi.org/10.1007/978-981-16-8298-8_8,doi.org,dam_engineering;uncategorized;????,58,36373,10,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;concrete,crossref_c875bfd57bcf,keep_candidate,strong RFC/concrete term match,,
583,清华新闻,https://www.tsinghua.edu.cn/info/1367/81635.htm,www.tsinghua.edu.cn,,3,1906,10,strong,堆石混凝土;自密实混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
584,清华大学主办堆石混凝土高坝建设关键技术研讨会-清华大学,https://www.tsinghua.edu.cn/info/1181/84053.htm,www.tsinghua.edu.cn,工程案例,2,851,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_ffe4cf765e1e,keep_candidate,strong RFC/concrete term match,,
585,【清华新思】为创新驱动发展战略贡献清华力量-清华大学,https://www.tsinghua.edu.cn/info/1173/18745.htm,www.tsinghua.edu.cn,高校机构,7,5084,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_79030e943dce,keep_candidate,strong RFC/concrete term match,,
586,"中国原创助力冬奥会——清华堆石混凝土技术引发""革命""-清华大学水利水电工程系",https://www.civil.tsinghua.edu.cn/he/info/1111/1846.htm,www.civil.tsinghua.edu.cn,工程案例,3,1916,10,strong,堆石混凝土;自密实混凝土;堆石;大坝;水利;混凝土,crawl_5f9eb99323a1,keep_candidate,strong RFC/concrete term match,,
587,“基于堆石混凝土的全材料筑坝关键技术研究” 项目启动会在京顺利召开-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/2052.htm,www.civil.tsinghua.edu.cn,工程案例,1,619,6,strong,堆石混凝土;堆石;水利;混凝土,crawl_a7e8e39d0c67,keep_candidate,strong RFC/concrete term match,,
588,清华大学举办堆石混凝土坝工程考察与筑坝技术专家咨询会 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1926.htm,www.civil.tsinghua.edu.cn,工程案例,2,925,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_6013f750bc5d,keep_candidate,strong RFC/concrete term match,,
589,清华大学举办堆石混凝土高坝建设关键技术研讨会 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1070.htm,www.civil.tsinghua.edu.cn,工程案例,2,1021,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_0bca5810ecd8,keep_candidate,strong RFC/concrete term match,,
590,著名计算力学期刊 Int J Numer Meth Eng 封面文章刊发清华大学水利系研究成果 推动研发高性能水利海洋新材料 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1277.htm,www.civil.tsinghua.edu.cn,高校机构,1,691,6,strong,堆石混凝土;堆石;水利;混凝土,crawl_ee3d52b40a8d,keep_candidate,strong RFC/concrete term match,,
591,水利系两项成果获2017年度国家科学技术奖励 -清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1043/1459.htm,www.civil.tsinghua.edu.cn,工程案例,2,930,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_a76f82e98ec3,keep_candidate,strong RFC/concrete term match,,
592,水利系两项成果获2017年度国家科学技术奖励 -清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/info/1045/1224.htm,www.civil.tsinghua.edu.cn,工程案例,2,930,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_f24a7477c90c,keep_candidate,strong RFC/concrete term match,,
593,金峰-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1077/1648.htm,www.civil.tsinghua.edu.cn,高校机构,5,3783,15,strong,堆石混凝土;rock-filled concrete;自密实混凝土;堆石;大坝;dam;水利;混凝土;concrete,crawl_0a03a71181df,keep_candidate,strong RFC/concrete term match,,
594,王进廷-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1077/1637.htm,www.civil.tsinghua.edu.cn,高校机构,19,12854,11,strong,堆石混凝土;rock-filled concrete;堆石;dam;水利;混凝土;concrete,crawl_cc01c744f6b7,keep_candidate,strong RFC/concrete term match,,
595,清华大学水利水电工程系建系70周年纪念大会暨“新时代水利教育与科技发展论坛”成功举办-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/info/1111/1840.htm,www.civil.tsinghua.edu.cn,高校机构,6,3380,6,strong,堆石混凝土;堆石;水利;混凝土,crawl_86405b1550d4,keep_candidate,strong RFC/concrete term match,,
596,我的大学集体,https://www.civil.tsinghua.edu.cn/he/info/1103/1775.htm,www.civil.tsinghua.edu.cn,工程案例,10,6181,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_2179e937ef40,keep_candidate,strong RFC/concrete term match,,
597,实验室动态,https://sklhse.tsinghua.edu.cn/info/1017/1076.htm,sklhse.tsinghua.edu.cn,工程案例,2,930,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_01c11c6b0bf1,keep_candidate,strong RFC/concrete term match,,
598,清华大学2017年度国家科技奖获奖项目介绍,https://www.icsd.tsinghua.edu.cn/info/syly/1643,www.icsd.tsinghua.edu.cn,工程案例,7,4622,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_7af60aac157c,keep_candidate,strong RFC/concrete term match,,
599,上一篇：高性能锂离子电池用石墨和石墨烯材料,https://yskyz.tsinghua.edu.cn/info/1022/1179.htm,yskyz.tsinghua.edu.cn,工程案例,1,368,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,crawl_ebc2a71114f8,keep_candidate,strong RFC/concrete term match,,
600,堆石混凝土坝综述与下一代混凝土筑坝技术前瞻,https://www.engineering.org.cn/engi/CN/10.1016/j.eng.2023.09.020,www.engineering.org.cn,开放论文,17,13001,7,strong,堆石混凝土;堆石;dam;hydraulic;混凝土,crawl_24afafd4a759,keep_candidate,strong RFC/concrete term match,,
601,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,https://www.engineering.org.cn/engi/EN/10.1016/j.eng.2023.09.020,www.engineering.org.cn,review;dam_engineering;next_generation_dams;intelligent_quality_control;thermal_control;开放论文,53,35852,10,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;concrete,openalex_562495ea672d,keep_candidate,strong RFC/concrete term match,,
605,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,https://discovery.researcher.life/article/filling-capacity-evaluation-of-self-compacting-concrete-in-rock-filled-concrete/bca7a958329e3348a29cf2e741c5bec2,discovery.researcher.life,开放论文,38,25515,11,strong,rock-filled concrete;rfc;self-compacting concrete;scc;dam;hydraulic;concrete,crawl_b6df60e30213,keep_candidate,strong RFC/concrete term match,,
606,清华大学2017年度国家科技奖获奖项目介绍,https://www.icsd.tsinghua.edu.cn/info/syly/1643,www.icsd.tsinghua.edu.cn,,7,4622,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
626,清华大学2017年度国家科技奖获奖项目介绍,https://www.icsd.tsinghua.edu.cn/info/syly/1643,www.icsd.tsinghua.edu.cn,,7,4622,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
664,清华大学2017年度国家科技奖获奖项目介绍,https://www.icsd.tsinghua.edu.cn/info/syly/1643,www.icsd.tsinghua.edu.cn,,7,4622,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
670,科学研究,https://sklhse.tsinghua.edu.cn/kxyj/zzkt.htm,sklhse.tsinghua.edu.cn,,2,1002,6,strong,自密实混凝土;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
714,清华大学2017年度国家科技奖获奖项目介绍,https://www.icsd.tsinghua.edu.cn/info/syly/1643,www.icsd.tsinghua.edu.cn,,7,4622,7,strong,堆石混凝土;堆石;大坝;水利;混凝土,,keep_candidate,strong RFC/concrete term match,,
