chunk_id,document_id,document_title,chunk_type,heading_bucket,score
58047,1486,堆石混凝土长龄期力学性能试验研究,table,表 7 声波法检测 RFC 试验数值 (2021 年 12 月 ),135
58050,1487,堆石混凝土高拱坝设计与施工质量管控关键技术,table,表1 堆石混凝土拱坝与常态混凝土拱坝设计对比 Table 1	    Comparison of design between rockfill concrete arch dam and conventional concrete arch dam,135
58266,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,5.5 不同堆石率下堆石混凝土弹模与堆石骨料弹模的关系,135
58276,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,135
58289,1581,基于随机骨料投放的堆石混凝土断裂性能研究,table,第 3 章 基于随机骨料模型的堆石混凝土梁三点弯曲数值模拟,135
58339,1592,堆石混凝土层间界面剪切力学性能研究,table,平抗剪承载力增大。,135
58355,1592,堆石混凝土层间界面剪切力学性能研究,table,（a）P0.1-0.5D （b）P0.2-0.5D,135
58358,1592,堆石混凝土层间界面剪切力学性能研究,table,600 kN 之后，试件处于屈服段，刚度逐渐减小到 0 。接下来对每个试件的实验现象,135
58359,1592,堆石混凝土层间界面剪切力学性能研究,table,滑移关系对比。从破坏模式和水平荷载最大值来看，模型计算结果与试验结果吻合,135
58457,1606,堆石混凝土结构施工冷缝抗剪性能的研究,table,表5.1 RFC 试件剪切破坏时的剪切应力和法向应力,135
58623,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 6.4 总体方案设计内容,135
58676,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,table,（ a ）六边形 - 柔性网内 （ b ）六边形 - 柔性网外,135
58677,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,table,（ c ）正边形 - 柔性网内 （ d ）正边形 - 柔性网外,135
58678,1856,柔性网对堆石混凝土坝面层一体化浇筑的影响研究,table,（ c ）正边形 - 柔性网内 （ d ）正边形 - 柔性网外,135
58749,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.5                         纯水泥浆与JX-5 相容性,135
58750,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,Table on page 22,135
58751,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.7                   掺 5 0﹪粉煤灰水泥浆与 JX-5 相容性,135
58762,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.8                    纯水泥浆与HQ-1 相容性试验数据,135
58763,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.9               掺50﹪粉煤灰水泥浆与HQ-1 相容性试验数据,135
58771,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.10                   纯水泥浆与KD 相容性试验数据,135
58773,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表2.11              掺50﹪粉煤灰水泥浆与KD 相容性试验数据,135
58829,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表4.11                 自密实混凝土强度基本数据统计,135
58912,1925,关于软岩地基上修建堆石混凝土坝的探讨,table,表 4 坝体截面稳定及应力计算成果表,135
58953,1977,随着堆石混凝土筑坝技术的发展,table,表 3 抗剪强度试验值及回归计算值,135
59011,2033,优选堆石混凝土双曲拱坝作为水库大坝坝型,table,表 4 坝肩稳定计算成果,135
59033,2068,关键词:堆石混凝土,table,"最终，确定 DEM 堆石颗粒生成所用级配曲线与现场二维分割所得级配曲线保持一致，长短轴 比  的随机取值区间为 [1.2, 2.0] ，顶点数 n 的随机取值区间为 [8, 25] 。此时， SEG-2D 与 DEM-2D 投 影所得 2 D D 、 2 D AR 和 2 D S 分布的结果对比如图 3 所示，结果显",135
59134,2195,高自密实堆石混凝土在重力坝的应用——以龙海市九九坑水库工程为例,table,表 1 C15W4F50 试 拌 结 果 对 比 原配 合 比,135
59163,2233,堆石混凝土因其温控优势及施工便捷性,table,表 6 深层抗滑稳定计算断面,135
59244,2292,"大坝为堆石混凝土单圆心单曲拱坝 ,中心线方",table,表 3 拱坝应力分析成果 单位 : MPa,135
57811,1163,A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,table,TABLE II. 28-DAY COMPRESSIVE STRENGTH AND ELASTIC MODULUS OF CONCRETE,134
58889,1896,Wang 等 - 2025 - Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterog,table,www.nature.com/scientificreports/,133
58009,1469,堆石混凝土筑坝技术的环境影响评价,table,表 2 原材料生产,132
58021,1474,堆石混凝土绝热温升影响因素分析,table,表 5 堆石混凝土绝热温升相关参数计算结果,132
58098,1512,智能化赋能堆石混凝土坝施工建设：CIM4R,table,C30 抗冲磨自密实混凝土（ 15.93 ℃），因此采用防渗层自密,132
58654,1836,堆石混凝土筑坝技术的环境影响评价,table,表 2 原材料生产,132
57813,1163,A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,table,valuable in elucidating the mechanical characteristics of materials with a coarse-grained structure through applying a comprehensive plasticity model.,131
58736,1878,自密实堆石混凝土重力坝施工关键技术研究与实践,table,工作性能保持标准 表 2,131
59159,2233,堆石混凝土因其温控优势及施工便捷性,table,表 2 右岸岸坡 ① ～ ③ 坝段抗滑稳定计算结果表,131
59208,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,高自密实混凝土配合比及热力学参数 表 1,131
59209,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,绝热温升状态下堆石混凝土各材料能力变化计算结果 表 2,131
59210,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,坝体混凝土热力学参数 表 3,131
59211,2255,"坝,最大坝高57.0m,最大坝底厚52.3m,坝轴线长227.0m,坝体堆石混凝土填筑量约",table,混凝土绝热温升公式拟合值 表 4,131
59225,2271,"摘 要:自密实堆石混凝土重力坝施工周期较长,工程量浩大,且施工技术极其复杂,一旦坝体工程质",table,工作性能保持标准 表 2,131
57848,1331,北疆严寒地区堆石混凝土围堰施工技术的试验及研究,table,表 7   专用自密实混凝土技术性能,129
57929,1390,堆石混凝土坝的内部结构 (1),table,1．抗压强度,129
57937,1391,堆石混凝土坝的内部结构,table,1．抗压强度,129
57961,1411,堆石混凝土技术在巴基斯坦AZAD PATTAN水电站项目围堰工程中的应用,table,表 1 堆石料的饱和抗压强度要求,129
57966,1420,堆石混凝土技术在深溪河水库重力坝中的应用,table,Table on page 2,129
57978,1435,堆石混凝土施工密实度控制与分析,table,表 1 堆石混凝土芯样容重 、 抗压强度检测结果,129
58072,1496,大粒径堆石混凝土超声回弹综合测强曲线的试验研究,table,表 3 立方体大试件超声回弹试验结果,129
58089,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),table,Ｔａｂｌｅ５　ＣｏｍｐｒｅｓｓｉｖｅｓｔｒｅｎｇｔｈｒｅｓｕｌｔｓｏｆｄｉｆｆｅｒｅｎｔｔｅｓｔｓｆｏｒＲＦＣ,129
58094,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,table,Ｔａｂｌｅ５　ＣｏｍｐｒｅｓｓｉｖｅｓｔｒｅｎｇｔｈｒｅｓｕｌｔｓｏｆｄｉｆｆｅｒｅｎｔｔｅｓｔｓｆｏｒＲＦＣ,129
58108,1528,浅析钻芯取样方法在堆石混凝土质量检测中的准确性,table,表 1 贵州地区芯样试验数据汇总表,129
58109,1528,浅析钻芯取样方法在堆石混凝土质量检测中的准确性,table,表 2 蔺家坪混凝土芯样抗压强度结果表,129
58113,1536,石门河水库大坝自密实堆石混凝土施工技术研究,table,对堆石料饱和抗压强度的要求,129
58121,1539,绿塘水库堆石混凝土大试件力学性能试验研究,table,单 位 : MPa,129
58138,1547,自密实堆石混凝土在围滩水电站的应用及试验研究,table,表 4 堆石混凝土大试件物理力学性能试验,129
58139,1547,自密实堆石混凝土在围滩水电站的应用及试验研究,table,续表,129
58148,1566,高坝堆石混凝土综合性能及适用性研究,table,表 2 自密实混凝土与堆石混凝土力学性能试验成果,129
58150,1566,高坝堆石混凝土综合性能及适用性研究,table,表 3 坝址区岩体物理力学 、 混凝土 / 岩体抗剪 ( 断 ) 试验成果表,129
58164,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,table,表 2. 3 堆石岩块样品抗压强度测试结果,129
58174,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,129
58187,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,129
58200,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,生产配合比 142 289 1196 571 137 6.5,129
58213,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,15 36.0 4.02 43,129
58221,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,形过度平缓，说明堆石骨料与自密实混凝土粘接情况良好。,129
58225,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,𝑓 𝑐𝑐 =,129
58236,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,4.3.2 试验现象,129
58268,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,指标的关系，主要结论如下：,129
58329,1590,堆石混凝土导热系数试验及预测模型研究,table,表 2.1 堆石饱和抗压强度要求,129
58372,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 3.9 C 工程切割试件立方体抗压强度试验结果,129
58388,1594,堆石混凝土强度性能及冻融耐久性的研究,table,图 3.37 A 工程大试件静力抗压弹性模量,129
58391,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 3.15 C 工程大试件静力抗压弹性模量试验结果,129
58399,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 4.11 抗压强度试件的超声回弹综合法试验结果,129
58407,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 5.9 A 工程 C15 试件在冻融循环后的强度性能结果,129
58444,1606,堆石混凝土结构施工冷缝抗剪性能的研究,table,表3.2 堆石样芯轴心抗压强度,129
58594,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 3.4 C15 自密实混凝土抗压强度结果,129
58832,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,图4.26  16#芯样照片 表4.14                    芯样强度统计分析,129
58916,1926,再生大骨料-自密实砂浆堆石混凝土力学性能研究,table,Ｔａｂｌｅ ２ Ｔｅｓｔ ｇｒｏｕｐｓ ａｎｄ ｒｅｓｕｌｔｓ,129
58917,1926,再生大骨料-自密实砂浆堆石混凝土力学性能研究,table,Ｔａｂｌｅ ３ Ｃａｌｃｕｌａｔｉｏｎ ｖａｌｕｅ ｏｆ ｓｔｒｅｎｇｔｈ ａｎｄ ｒｅｌａｔｉｖｅ ｅｒｒｏｒ,129
58931,1949,在施工现场模拟浇筑自密实堆石混凝土坝体,table,表 4 堆石混凝土立方体抗压强度试验结果,129
58944,1970,堆石混凝土冻融耐久性试验研究,table,表 4 抗压强度与劈裂抗拉强度,129
58970,2005,# 3 堆石混凝土坝体施工质量,table,表 4 打鼓台堆石混凝土芯样抗压强度及容重试验成果表,129
59083,2140,"坝体堆石混凝土总用量 12 万 m3 , 其中高自密实混",table,表 ６ 坝体高自密实混凝土力学性能指标及耐久性检测值,129
59117,2183,重力坝堆石混凝土配合比优化研究——以彭州白鹿湖水库大坝工程为例,table,表 ４ 试 件 规格,129
59146,2220,堆石混凝土施工工艺,table,表 5 ＲFC 试件抗压强度检测值( 类别 1 ) 单位: MPa,129
59154,2228,堆石自密实混凝土在水库重力坝施工中的应用分析,table,表 3 堆石混凝土钻芯强度检测,129
59233,2282,超声回弹综合法在水库堆石混凝土性能检测中的应用,table,表 3 超声回弹值和切割大试件强度值对应关系,129
58943,1970,堆石混凝土冻融耐久性试验研究,table,表 2 循环前后自然干燥状态的质量损失情况,128
57896,1362,堆石混凝土在乌东德水电站导流围堰中的应用,table,表 5 3 组试块测 3 、 28 d 强度具体数值表 /MPa,127
57981,1436,堆石混凝土施工层面结合质量影响因素的试验研究 (1),table,Table on page 5,127
57991,1438,堆石混凝土施工技术与工程应用,table,表 3 堆石混凝土部分工程检测数据,127
58061,1488,堆石率对堆石混凝土绝热温升影响试验研究 (1),table,表 2 估 算 渗 透 系 数 ( 或 渗 透 率 ) 值 的 经 验 公 式,127
58063,1489,堆石率对堆石混凝土绝热温升影响试验研究,table,表 2 估 算 渗 透 系 数 ( 或 渗 透 率 ) 值 的 经 验 公 式,127
58100,1515,核子密度仪在堆石混凝土中的应用,table,表 2 堆石混凝土试坑容重检测数据,127
58131,1546,自密实堆石混凝土在围滩水电站中的应用,table,表 3 堆石混凝土试坑容重检测数据,127
58319,1583,堆石混凝土中自密实混凝土充填性能的离散元模拟研究,table,图 5.2 正应力及剪应力作用下的自密实砂浆状态分析,127
58354,1592,堆石混凝土层间界面剪切力学性能研究,table,（a）P0.1-0.5D （b）P0.2-0.5D,127
58590,1819,堆石混凝土坝渗流的分析及模拟研究,table,表 1.2 部分碾压混凝土坝运行情况 [60],127
58822,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,表4.4            现场试验自密实混凝土理论配合比,127
58954,1977,随着堆石混凝土筑坝技术的发展,table,表 4 各龄期工况中回归结果及砌筑砂浆试验值,127
59024,2058,关键词:堆石混凝土,table,表 1 堆石料几何形态表征参数 Table 1  Geometric characterization parameters of rockfill material,127
59100,2154,"为 217.7m,大坝坝体为自密实堆石混凝土重力坝,混凝土浇筑",table,表8 坝基稳定计算结果 Table 8 Stability calculation results of dam foundation,127
58292,1581,基于随机骨料投放的堆石混凝土断裂性能研究,table,的堆石配比。表 4.1 — 表 4.2 为试验测得断裂性能参数与模拟结果所得参数的汇总。,125
58293,1581,基于随机骨料投放的堆石混凝土断裂性能研究,table,表 4.1 试验断裂性能参数 Tab. 4.1 Fracture performance parameters of test 试件编号 𝑃 𝑚𝑎𝑥 （ kN ） 𝑃 𝑚𝑎𝑥 对应 𝛿 （ mm ） 𝑃 𝑚𝑎𝑥 对应 𝐶𝑀𝑂𝐷 𝑐 （ mm ） TL1 17.70 0.277 0.281 TL2 17.32 0.286,125
58667,1854,某实际工程堆石混凝土的力学性能及抗渗研究,table,参考文献,125
59094,2154,"为 217.7m,大坝坝体为自密实堆石混凝土重力坝,混凝土浇筑",table,表4 坝体断面参数 Table 4 Section parameters of dam,125
59095,2154,"为 217.7m,大坝坝体为自密实堆石混凝土重力坝,混凝土浇筑",table,表5 混凝土与岩石间抗剪断参数 Table 5 Shear mechanical parameters between concrete and rock,125
59097,2154,"为 217.7m,大坝坝体为自密实堆石混凝土重力坝,混凝土浇筑",table,表6 坝基主要结构面性状及抗剪断参数 Table 6　	Main structural plane properties and shear resistance parameters of dam foundation,125
57930,1390,堆石混凝土坝的内部结构 (1),table,尽管每个堆石混凝土试块都有缺陷，但它们的各项力学,123
57938,1391,堆石混凝土坝的内部结构,table,尽管每个堆石混凝土试块都有缺陷，但它们的各项力学,123
57982,1436,堆石混凝土施工层面结合质量影响因素的试验研究 (1),table,表 4 不同层面工况的抗剪特性参数,123
57987,1437,堆石混凝土施工层面结合质量影响因素的试验研究,table,表 4 不同层面工况的抗剪特性参数,123
58039,1485,堆石混凝土长龄期力学性能试验研究 (1),table,表 8 综合法试验数值分布,123
58040,1485,堆石混凝土长龄期力学性能试验研究 (1),table,表 9 综合法试验数据,123
58048,1486,堆石混凝土长龄期力学性能试验研究,table,表 8 综合法试验数值分布,123
58049,1486,堆石混凝土长龄期力学性能试验研究,table,表 9 综合法试验数据,123
58086,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),table,表 ２ 回弹法强度力学指标,123
58087,1509,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究 (1),table,表 ３ 超声回弹综合法强度力学指标 Ｔａｂｌｅ３　Ｓｔｒｅｎｇｔｈｍｅｃｈａｎｉｃａｌｉｎｄｉｃａｔｏｒｓｏｆｕｌｔｒａｓｏｎｉｃｒｅｂｏｕｎｄｓｙｎｔｈｅｓｉｓｍｅｔｈｏｄ,123
58091,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,table,表 ２ 回弹法强度力学指标,123
58092,1510,无损检测方法在大尺寸堆石混凝土试验仓强度检测中的应用研究,table,表 ３ 超声回弹综合法强度力学指标 Ｔａｂｌｅ３　Ｓｔｒｅｎｇｔｈｍｅｃｈａｎｉｃａｌｉｎｄｉｃａｔｏｒｓｏｆｕｌｔｒａｓｏｎｉｃｒｅｂｏｕｎｄｓｙｎｔｈｅｓｉｓｍｅｔｈｏｄ,123
58140,1547,自密实堆石混凝土在围滩水电站的应用及试验研究,table,表 5 堆石混凝土与浆砌石 、 C15 混凝土的施工方案比较,123
58141,1547,自密实堆石混凝土在围滩水电站的应用及试验研究,table,表 6 自密实堆石混凝土与浆砌石 、 C15 混凝土的直接费比较 单位: 100m 3,123
58144,1557,自密实堆石混凝土在洛艾水库中的应用分析,table,常用材料重力坝优缺点比较 表 1,123
58163,1575,基于介观模型的界面和骨料对堆石混凝土压拉强度敏感性影响研究,table,表 2. 2 自密实混凝土试件强度测试结果,123
58179,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,1.2.4 国内外对混凝土强度尺寸效应的研究现状,123
58180,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,123
58181,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,√1+ 𝐷 𝐵 ⁄,123
58201,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,*注：泊松比取值非试验实测值，研究需要，此处取值参考GB50010-2010 混凝土结构设计规范。,123
58205,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,2.5 堆石混凝土大试件特征,123
58239,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,5.1 复合材料的概念,123
58240,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,5.2 复合材料的宏观强度及模量,123
58250,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,𝐾 1 −𝐾 0 1+9 𝐾 ̅ 𝑝 (𝐾 1 −𝐾 ̅ ) 𝑐 1 （ 5-7 ）,123
58267,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,5.6 本章小结,123
58274,1576,基于某实际工程的堆石混凝土力学性能的试验研究,table,贵州大学2021 届硕士研究生学位论文               基于某实际工程的堆石混凝土力学性能的试验研究,123
58375,1594,堆石混凝土强度性能及冻融耐久性的研究,table,Table on page 51,123
58385,1594,堆石混凝土强度性能及冻融耐久性的研究,table,表 3.12 C 工程切割试件劈裂抗拉强度试验结果,123
58582,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,table,tan (tan tan ) 3 h T H β β ε = − − （ 5-16 ）,123
58583,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,table,tan (tan tan ) 3 h T H β β ε = − − （ 5-16 ）,123
58585,1810,堆石混凝土与胶凝砂砾石复合材料坝研究,table,式中： 1 h —AC 面长度（ m ）。,123
58733,1873,自密实堆石混凝土在洛艾水库中的应用分析,table,常用材料重力坝优缺点比较 表 1,123
58781,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,①粗骨料的最大粒径不宜大于 20mm 标准。,123
58813,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,外加剂掺量 -192.381 1222.856 -0.024 -0.157 0.879 a.Dependent Variable: 7 天强度 表3.28   残差统计表,123
58817,1880,自密实混凝土在新疆地区堆石混凝土中的研究及应用,table,外加剂掺量 -490.345 1233.399 -0.040 -0.398 0.703 a.Dependent Variable: 28 天强度 表3.31                 残差统计表,123
58891,1898,Liu 等 - 2024 - Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete,table,Fig. 2 .  SAP water-absorbing expansion and dehydration shrinkage processes and the formation of pore defects within the concrete.,123
58915,1926,再生大骨料-自密实砂浆堆石混凝土力学性能研究,table,Ｔａｂｌｅ １Ｓｅｌｆ － ｃｏｍｐａｃｔｉｎｇ ｍｏｒｔａｒ ｍｉｘ ｐｒｏｐｏｒｔｉｏｎ,123
58940,1969,"通信作者: 杨家琦(1993-), 男, 博士, 主要从事堆石混凝土及其数智化施工研究",table,表 4　1 # 仓面各子区域堆石粒径形状参数统计,123
