config,query_id,difficulty_type,language_type,expected_refused,hit,rank,refused,refusal_matched,best_score,hit_title,top_titles,notes
keyword,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,32.4250,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || Experimental study on new technology of the construction waste concrete recycling || Construction information management system for rock-filled concrete dam (CIM4R),易混淆：RFC dam vs CFRD false friend
vector,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,0.7935,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam,跨段：填充能力受流变参数影响
vector,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,0.7834,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,跨段：数值模拟流动过程
vector,cp_specimen_size_strength,cross_passage,en,no,yes,1,,,0.8745,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Research on the size effect of rock-filled concrete compressive strength: Considering the influence of rockfill ratios and rock shapes || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,跨段：尺寸效应与抗压强度
vector,cp_temperature_construction,cross_passage,en,no,yes,1,,,0.8928,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：施工参数与温控
vector,cp_itz_uniaxial,cross_passage,en,no,yes,1,,,0.8363,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,跨段：ITZ 与抗压行为
vector,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,0.8866,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,跨段：人工堆石材料
vector,cp_adiabatic_temp,cross_passage,en,no,yes,1,,,0.8590,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,跨段：水化热温升
vector,cp_seismic_compare,cross_passage,en,no,yes,1,,,0.7824,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,跨段：抗震对比
vector,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,0.8448,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,易混淆：弹性模量 vs 抗压强度
vector,cf_filling_vs_compaction,confusable,en,no,yes,1,,,0.8563,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experiment on Self-Compacting Concrete Filling Rock-Fill,易混淆：填充能力 vs 密实度
vector,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,0.8189,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete,易混淆：振捣 vs 自密实
vector,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,0.8670,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,易混淆：peridynamics vs LBM-DEM
vector,cf_mesoscale_modulus,confusable,en,no,yes,1,,,0.8297,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,易混淆：mesoscale 弹模 vs 3D 细观抗压
vector,cf_rfc_review_overview,confusable,en,no,yes,1,,,0.8821,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,易混淆：综述 vs 单篇实验
vector,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,0.8317,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,易混淆：RFC dam vs CFRD false friend
hybrid,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,1.0582,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,跨段：填充能力受流变参数影响
hybrid,cp_lbm_dem_flow,cross_passage,en,no,yes,1,,,1.1202,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,跨段：数值模拟流动过程
hybrid,cp_specimen_size_strength,cross_passage,en,no,yes,2,,,0.8782,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,"Research on the size effect of rock-filled concrete compressive strength: Considering the influence of rockfill ratios and rock shapes || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC) || Experimental Study on Effects of Casting Procedures on Compressive Strength, Water Permeability, and Interfacial Transition Zone Porosity of Rock-Filled Concrete",跨段：尺寸效应与抗压强度
hybrid,cp_temperature_construction,cross_passage,en,no,yes,1,,,1.1240,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete,The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || Study on the Thermal Variation of Early-Age Rock-Filled Concrete - Part Ii Mesoscopic Thermal Field Reconstruction and Parametrical Studies || The Research and Application of Dam Construction Technology of Rock-Filled Concrete,跨段：施工参数与温控
hybrid,cp_itz_uniaxial,cross_passage,en,no,yes,1,,,1.1096,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC),跨段：ITZ 与抗压行为
hybrid,cp_artificial_rockfill,cross_passage,en,no,yes,1,,,1.1124,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,"Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete || Rock-filled concrete, the new norm of SCC in hydraulic engineering in China || Effect of basalt fiber content on the dynamic tensile properties of rock-filled concrete: Insights from split-hopkinson tensile bar and split-hopkinson pressure bar Brazilian testing || Experimental investigation into mode-I interfacial fracture behavior between rock and self-compacting concrete in rock-filled concrete",跨段：人工堆石材料
hybrid,cp_adiabatic_temp,cross_passage,en,no,yes,1,,,1.0952,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete,A Study on Adiabatic Temperature Rise Test and Temperature Stress Simulation of Rock-Fill Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || The Influence of Construction Parameters on the Temperature Field of Rock-Filled Concrete || 堆石混凝土绝热温升性能初步研究 || Preliminary study on temperature rise property of thermal insulation of rock-fill concrete,跨段：水化热温升
hybrid,cp_seismic_compare,cross_passage,en,no,yes,1,,,1.1129,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,跨段：抗震对比
hybrid,cf_elastic_vs_compressive,confusable,en,no,yes,1,,,1.1179,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || On the elastic modulus of rock-filled concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete || A Comprehensive Literature Review on the Elastic Modulus of Rock-filled Concrete,易混淆：弹性模量 vs 抗压强度
hybrid,cf_filling_vs_compaction,confusable,en,no,yes,1,,,1.1137,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || Filling capacity analysis of self-compacting concrete in rock-filled concrete based on DEM,易混淆：填充能力 vs 密实度
hybrid,cf_vibrated_vs_scc,confusable,en,no,yes,1,,,1.1423,Pilot Study on Vibrated Rock-filled Concrete,Pilot Study on Vibrated Rock-filled Concrete || Pilot Study on Vibrated Rock-filled Concrete || A Pilot Study on Integrated Properties of Rock-Filled Concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam,易混淆：振捣 vs 自密实
hybrid,cf_peridynamics_vs_lbm,confusable,en,no,yes,1,,,1.1500,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC) || Measurement and Evaluation of the Thermal Expansion Coefficient of Rock-Filled Concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,易混淆：peridynamics vs LBM-DEM
hybrid,cf_mesoscale_modulus,confusable,en,no,yes,1,,,1.1227,A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications,"A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || Investigation of the splitting tensile behavior of rock-filled concrete based on mesoscopic modeling: Considering the effects of rock strength, bearing strip width, and rockfill ratio || Rock-filled concrete, the new norm of SCC in hydraulic engineering in China || Effect of basalt fiber content on the dynamic tensile properties of rock-filled concrete: Insights from split-hopkinson tensile bar and split-hopkinson pressure bar Brazilian testing",易混淆：mesoscale 弹模 vs 3D 细观抗压
hybrid,cf_rfc_review_overview,confusable,en,no,yes,1,,,1.1304,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || Research on Rock-Filled Concrete Dams: a Review || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,易混淆：综述 vs 单篇实验
hybrid,cf_rfc_vs_cfrd,confusable,en,no,yes,1,,,1.1192,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || The Research and Application of Dam Construction Technology of Rock-Filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,易混淆：RFC dam vs CFRD false friend
bm25_rrf,cp_filling_yield_stress,cross_passage,zh,no,yes,1,,,0.0325,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 自密实堆石混凝土力学性能的试验研究 || 自密实混凝土充填堆石体试验研究 || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,跨段：填充能力受流变参数影响
