query_id,dataset,category,reranker,candidate_count,relevant_count,mrr_at_5,ndcg_at_5,precision_at_1,precision_at_3,precision_at_5,coverage_ratio,refusal_accuracy,latency_ms,top_chunk_id,top_title,status,error,fallback_count
stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,none,25,2,1.0,0.613147,1.0,1.0,1.0,0.25,0.0,0.012,58504,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,deterministic,25,2,1.0,0.919721,1.0,1.0,1.0,0.75,0.0,1.748,27659,FEMA Living with Dams Know Your Risks,completed,,0
stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,glm-reranker,25,2,1.0,1.0,1.0,1.0,1.0,0.75,0.0,445.716,58504,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,remote-bge-lora,25,2,1.0,1.0,1.0,1.0,1.0,0.75,0.0,266.296,27659,FEMA Living with Dams Know Your Risks,completed,,0
stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,none,25,1,0.5,0.63093,0.0,1.0,1.0,0.75,0.0,0.013,58481,FEMA Dam Incident Planning Guide,completed,,0
stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,deterministic,25,1,1.0,1.0,1.0,1.0,1.0,0.75,0.0,1.789,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,glm-reranker,25,1,0.5,0.63093,0.0,1.0,1.0,0.75,0.0,452.815,58481,FEMA Dam Incident Planning Guide,completed,,0
stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,remote-bge-lora,25,1,1.0,1.0,1.0,1.0,1.0,0.75,0.0,268.467,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,none,25,19,1.0,0.868795,1.0,1.0,1.0,0.75,0.0,0.018,58481,FEMA Dam Incident Planning Guide,completed,,0
stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,deterministic,25,19,1.0,0.853932,1.0,1.0,1.0,0.75,0.0,1.142,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,glm-reranker,25,19,1.0,0.868795,1.0,1.0,1.0,0.75,0.0,401.014,58481,FEMA Dam Incident Planning Guide,completed,,0
stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,remote-bge-lora,25,19,1.0,0.722727,1.0,1.0,1.0,0.75,0.0,261.684,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
stage29_web_rfc_advantages,stage29_new_corpus_queries,web,none,25,2,0.2,0.237198,0.0,0.0,1.0,0.75,0.0,0.013,40592,胶结颗粒料坝——环境友好的新坝型,completed,,0
stage29_web_rfc_advantages,stage29_new_corpus_queries,web,deterministic,25,2,1.0,0.919721,1.0,1.0,1.0,0.75,0.0,1.75,26334,Filling the gaps in large concrete dams,completed,,0
stage29_web_rfc_advantages,stage29_new_corpus_queries,web,glm-reranker,25,2,1.0,0.613147,1.0,1.0,1.0,0.75,0.0,538.309,26334,Filling the gaps in large concrete dams,completed,,0
stage29_web_rfc_advantages,stage29_new_corpus_queries,web,remote-bge-lora,25,2,1.0,0.613147,1.0,1.0,1.0,0.75,0.0,261.347,26334,Filling the gaps in large concrete dams,completed,,0
stage29_web_rfc_inventors,stage29_new_corpus_queries,web,none,25,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.012,9858,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,completed,,0
stage29_web_rfc_inventors,stage29_new_corpus_queries,web,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.581,9858,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,completed,,0
stage29_web_rfc_inventors,stage29_new_corpus_queries,web,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,407.709,9858,The Research and Application of Dam Construction Technology of Rock-Filled Concrete,completed,,0
stage29_web_rfc_inventors,stage29_new_corpus_queries,web,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,271.965,22200,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,completed,,0
stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,22261,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios,completed,,0
stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.802,9935,Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,completed,,0
stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.558,22261,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios,completed,,0
stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.71,26344,JIN Feng-Department of Hydraulic Engineering,completed,,0
stage29_web_aci_318_scope,stage29_new_corpus_queries,web,none,25,5,1.0,0.33916,1.0,1.0,1.0,1.0,0.0,0.013,26381,ACI CODE-318-19(22): Building Code Requirements for Structural Concrete and Commentary (Reapproved 2022),completed,,0
stage29_web_aci_318_scope,stage29_new_corpus_queries,web,deterministic,25,5,1.0,0.699215,1.0,1.0,1.0,1.0,0.0,1.68,26381,ACI CODE-318-19(22): Building Code Requirements for Structural Concrete and Commentary (Reapproved 2022),completed,,0
stage29_web_aci_318_scope,stage29_new_corpus_queries,web,glm-reranker,25,5,1.0,0.853932,1.0,1.0,1.0,1.0,0.0,501.572,26381,ACI CODE-318-19(22): Building Code Requirements for Structural Concrete and Commentary (Reapproved 2022),completed,,0
stage29_web_aci_318_scope,stage29_new_corpus_queries,web,remote-bge-lora,25,5,1.0,0.699215,1.0,1.0,1.0,1.0,0.0,263.037,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,none,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,39120,堆石混凝土坝概述及下一代混凝土坝施工技术展望（英文）,completed,,0
stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,deterministic,25,2,1.0,0.613147,1.0,1.0,1.0,0.25,0.0,1.642,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,glm-reranker,25,2,1.0,1.0,1.0,1.0,1.0,0.75,0.0,428.806,26381,ACI CODE-318-19(22): Building Code Requirements for Structural Concrete and Commentary (Reapproved 2022),completed,,0
stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,remote-bge-lora,25,2,1.0,1.0,1.0,1.0,1.0,0.75,0.0,265.16,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,42092,"大坝采用堆石中灌入自密实混凝土的施工工艺,",completed,,0
stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.725,13295,牛洞口水库堆石混凝土双曲拱坝设计与施工特点,completed,,0
stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2260.42,33145,自密实堆石混凝土重力坝施工关键技术研究与实践,completed,,0
stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,270.935,11758,堆石混凝土堆坝技术在某尾矿库拦水坝设计中的应用,completed,,0
stage29_refusal_private_key,stage29_new_corpus_queries,refusal,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
stage29_refusal_private_key,stage29_new_corpus_queries,refusal,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.683,22534,建筑废弃混凝土再生利用新技术的试验研究,completed,,0
stage29_refusal_private_key,stage29_new_corpus_queries,refusal,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,658.874,34977,基于SAM与计算机视觉对堆石混凝土坝仓面露石率识别计算研究,completed,,0
stage29_refusal_private_key,stage29_new_corpus_queries,refusal,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,272.614,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.011,55863,基于GA-SVM的混凝土施工期温度快速预测,completed,,0
stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.181,28198,下坂地土石坝三维静应力与变形计算分析,completed,,0
stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,368.573,50284,混凝土温度效应下的损伤塑性耦合数值模拟与应用研究,completed,,0
stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,261.353,47742,固结灌浆工艺在东升水电站的实践与应用,completed,,0
stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,none,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,deterministic,25,1,0.2,0.386853,0.0,0.0,1.0,1.0,0.0,1.548,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,glm-reranker,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.099,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,257.459,23542,堆石混凝土流动填充与温升过程原型监测,completed,,0
stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,none,25,1,0.333333,0.5,0.0,1.0,1.0,1.0,0.0,0.013,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,deterministic,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.713,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,glm-reranker,25,1,0.333333,0.5,0.0,1.0,1.0,1.0,0.0,431.865,9001,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,completed,,0
stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,264.022,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,none,25,3,0.5,0.498189,0.0,1.0,1.0,1.0,0.0,0.012,22222,Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC),completed,,0
stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,deterministic,25,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.568,26193,堆石混凝土缺陷对尺寸效应的影响研究,completed,,0
stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,glm-reranker,25,3,0.5,0.498189,0.0,1.0,1.0,1.0,0.0,2985.302,22222,Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC),completed,,0
stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,25,3,0.2,0.181542,0.0,0.0,1.0,1.0,0.0,268.678,26193,堆石混凝土缺陷对尺寸效应的影响研究,completed,,0
stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,none,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.013,52832,Wang 等 - 2025 - Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterog,completed,,0
stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,deterministic,25,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.347,41347,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,completed,,0
stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,glm-reranker,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,678.608,52832,Wang 等 - 2025 - Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterog,completed,,0
stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,25,1,0.333333,0.5,0.0,1.0,1.0,1.0,0.0,271.734,22238,Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterogeneous code acceleration,completed,,0
stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,none,25,14,0.25,0.146068,0.0,0.0,1.0,0.333333,0.0,0.014,22153,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",completed,,0
stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,deterministic,25,14,1.0,0.699215,1.0,1.0,1.0,0.333333,0.0,3.081,42290,在堆石混凝土拱坝施工过程中,completed,,0
stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,glm-reranker,25,14,0.333333,0.300785,0.0,1.0,1.0,1.0,0.0,583.08,39820,"土(Rock-Filled Concrete, RFC)是我国自主研发的新型筑坝",completed,,0
stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,25,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,264.051,29800,堆石混凝土坝施工期温度场、应力场分析及裂缝控制,completed,,0
stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,9952,"Advancing rock-filled concrete (RFC) technology: Comprehensive insights into filling quality, mechanical properties, durability, and numerical simulation",completed,,0
stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,25697,堆石混凝土渐进破坏细观机理研究,completed,,0
stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.557,22138,Meso-scale simulation and experimental study on self-compacted rock-fill concrete,completed,,0
stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.5,22180,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,22261,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios,completed,,0
stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,38453,"堆石混凝土( rock-filled concrete, RFC) 是利用自密实混凝土( self-compacting concrete, SCC) 的高流动、",completed,,0
stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.207,51796,"堆石混凝土 (rock-filled concrete, RFC)",completed,,0
stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.11,38729,"3. 清华大学 水利水电工程系,北京 100084)摘 要:为探明不同堆石形态堆石混凝土(Rock-filled concrete, RFC )的单轴抗压力学行为演变规律差异,本文",completed,,0
stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,none,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,26848,Quality Control and Instrumentation,completed,,0
stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,deterministic,25,1,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.531,23584,堆石混凝土砌体施工质量控制研究及实践,completed,,0
stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,glm-reranker,25,1,1.0,1.0,1.0,1.0,1.0,0.5,0.0,906.98,23584,堆石混凝土砌体施工质量控制研究及实践,completed,,0
stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,25,1,1.0,1.0,1.0,1.0,1.0,0.5,0.0,263.768,23584,堆石混凝土砌体施工质量控制研究及实践,completed,,0
stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,none,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,22261,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios,completed,,0
stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,deterministic,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.427,38729,"3. 清华大学 水利水电工程系,北京 100084)摘 要:为探明不同堆石形态堆石混凝土(Rock-filled concrete, RFC )的单轴抗压力学行为演变规律差异,本文",completed,,0
stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,glm-reranker,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.825,38453,"堆石混凝土( rock-filled concrete, RFC) 是利用自密实混凝土( self-compacting concrete, SCC) 的高流动、",completed,,0
stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.253,38729,"3. 清华大学 水利水电工程系,北京 100084)摘 要:为探明不同堆石形态堆石混凝土(Rock-filled concrete, RFC )的单轴抗压力学行为演变规律差异,本文",completed,,0
stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,none,25,22,0.5,0.529635,0.0,1.0,1.0,1.0,0.0,0.011,22153,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",completed,,0
stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,deterministic,25,22,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.301,12097,堆石混凝土技术碳减排效益评价,completed,,0
stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,glm-reranker,25,22,0.5,0.66084,0.0,1.0,1.0,1.0,0.0,652.396,22153,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",completed,,0
stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,25,22,0.5,0.66084,0.0,1.0,1.0,1.0,0.0,267.178,22154,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,completed,,0
stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,none,25,2,0.5,0.386853,0.0,1.0,1.0,1.0,0.0,0.011,9962,Progressive failure mechanism of water glass modified recycled rock-filled concrete based on radon monitoring and resistivity monitoring,completed,,0
stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,deterministic,25,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.589,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,glm-reranker,25,2,1.0,0.850345,1.0,1.0,1.0,1.0,0.0,480.071,37861,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,25,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,272.539,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,none,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.013,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,deterministic,25,1,0.5,0.63093,0.0,1.0,1.0,1.0,0.0,1.627,58496,FEMA Dam Awareness Fact Sheet,completed,,0
stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,glm-reranker,25,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1466.454,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
