query_id,question,category,expected_has_image,returned_image_count,relevant_image_count,top1_relevant,suppressed,expected_path_hit,top1_caption_match,topk_caption_match,top1_doc_match,wrong_generic_curve,top_score,top_caption,top_page_number,top_document_title,top_source_image_path,top_image_url,captions_present,page_numbers_present,error
edge_fuzzy_001,帮我找那个堆石混凝土往石头缝里浇的现场照片,must_have_image,True,4,3,True,False,False,False,False,False,False,0.659718,Fig.2 Rock-fill concrete after filling,2,自密实堆石混凝土力学性能的试验研究,data/images/399/page2_img2.png,/assets/images/399/page2_img2.png,3,4,
edge_fuzzy_002,我想看堆石入仓那个施工场面,must_have_image,True,0,0,False,True,False,False,False,False,False,0.0,,,,,,0,0,
edge_fuzzy_003,找一下混凝土仓面起泡异常的那张图,must_have_image,True,4,1,True,False,True,True,True,True,False,0.597455,图1 混凝土浇筑仓面出现异常,3,高自密实性能混凝土在九九坑水库堆石混凝土工程中的应用,data/images/1482/page3_img1.png,/assets/images/1482/page3_img1.png,2,4,
edge_fuzzy_004,有没有那个坝体缺陷处理断面的图,must_have_image,True,0,0,False,True,False,False,False,False,False,0.0,,,,,,0,0,
edge_fuzzy_005,找个拌合物摊开的状态照片看看,must_have_image,True,4,1,False,False,False,False,False,False,False,0.621042,Figure 1. Accumulation states of iron (a) ore tailing sand and (b) phosphogypsum.,4,Application of Iron Ore Tailings and Phosphogypsum to Create Artificial Rockfills Used in Rock-Filled Concrete,data/images/138/page4_img4.png,/assets/images/138/page4_img4.png,4,4,
edge_ext_001,请找新龙堡水库C9015自密实堆石混凝土布置图,must_have_image,True,0,0,False,True,False,False,False,False,False,0.0,,,,,,0,0,
edge_ext_002,请返回堆石混凝土实时测量图,must_have_image,True,4,4,True,False,False,False,False,False,False,0.653057,,5,堆石混凝土施工技术在新疆公路工程中的应用 (1),data/images/1115/page5_img1.png,/assets/images/1115/page5_img1.png,2,4,
edge_ext_003,请找Marathia Dam in Greece的坝体剖面图,must_have_image,True,4,4,True,False,False,False,False,False,False,0.652797,Figure 1. The middle-sized earth- and rock-ﬁlled dam transverse section and radar reﬂection geometry.,4,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,data/images/1183/page4_img1.png,/assets/images/1183/page4_img1.png,4,4,
edge_ext_004,请找Cindere Dam in Turkey的剖面图,must_have_image,True,4,0,False,False,False,False,False,False,False,0.560675,,63,FEMA Dam Safety Inundation Mapping and Flood Risks,data/images/1067/page63_img1.png,/assets/images/1067/page63_img1.png,2,4,
edge_ext_005,请返回九九坑水库坝址地形地貌图,must_have_image,True,4,1,False,False,False,False,False,False,False,0.594202,图4-1 工程平面布置图,40,打鼓台水库堆石混凝土筑坝技术研究,data/images/1136/page40_render1.png,/assets/images/1136/page40_render1.png,4,4,
edge_ext_006,请找重力坝枢纽布置图,must_have_image,True,4,4,True,False,False,False,False,False,False,0.658908,图6.3 大坝及坝基网格图,79,堆石混凝土重力坝监测资料的正反分析和安全评价,data/images/1125/page79_img1.png,/assets/images/1125/page79_img1.png,3,4,
edge_ext_007,请找大坝断面图而不是施工现场照片,must_have_image,True,4,4,True,False,False,False,False,False,False,0.682933,图4 临汾清峪水库使用堆石混凝土技术现场,3,堆石混凝土的应用现状与发展趋势,data/images/318/page3_img1.png,/assets/images/318/page3_img1.png,3,4,
edge_ext_008,请返回7号坝块缺陷处理断面图,must_have_image,True,4,0,False,False,False,False,False,False,False,0.584546,,21,基于深度学习方法的堆石混凝土缺陷识别与分析,data/images/431/page21_render1.png,/assets/images/431/page21_render1.png,2,4,
edge_ext_009,请找Shoukoubu Dam under construction的图,must_have_image,True,4,2,False,False,False,False,False,False,False,0.679847,,5,堆石混凝土坝施工管理信息系统的研发,data/images/1104/page5_img2.png,/assets/images/1104/page5_img2.png,2,4,
edge_ext_010,请返回单位水量和抗压强度关系曲线,must_have_image,True,4,2,False,False,True,False,False,False,True,0.726907,图4.7 外加剂为J1110D 的砂浆水粉比和用水量波动对强度影响,41,混凝土砂浆性能研究及工程应用,data/images/1152/page41_img1.png,/assets/images/1152/page41_img1.png,3,4,
edge_ext_011,请找cemented soil dam section剖面图,must_have_image,True,4,4,True,False,True,True,True,True,False,0.88172,Fig. 8. Cemented soil dam section.,7,胶结颗粒料坝——环境友好的新坝型,data/images/1435/page7_img1.png,/assets/images/1435/page7_img1.png,3,4,
edge_ext_012,请找两个圆形颗粒沉降过程的流场图,must_have_image,True,4,0,False,False,False,False,False,False,False,0.600257,图1 单个球形颗粒绕流的曳力系数（插图为流场） Fig. 1 Drag coefficients of the flow around a sphere and an illustration of its velocity field,4,"摘 要:自密实混凝土能否密实填充堆石孔隙不仅决定了堆石混凝土的强度,而且直接影响工程的质量和安全",data/images/1453/page4_img1.png,/assets/images/1453/page4_img1.png,4,4,
edge_ext_013,请找Bingham流体中kissing time快照图,must_have_image,True,4,1,False,False,False,False,False,False,False,0.683716,,5,"摘 要:自密实混凝土能否密实填充堆石孔隙不仅决定了堆石混凝土的强度,而且直接影响工程的质量和安全",data/images/1453/page5_img2.png,/assets/images/1453/page5_img2.png,3,4,
edge_ext_014,请返回20000 time steps沉降快照图,must_have_image,True,4,0,False,False,False,False,False,False,False,0.560196,图5-17 施工期及运行期拱冠梁温度云图(单位：℃),58,堆石混凝土高拱坝的应力应变三维有限元分析,data/images/1126/page58_img5.png,/assets/images/1126/page58_img5.png,1,4,
edge_ext_015,请找SCC flow in a single channel的模拟布局图,must_have_image,True,2,1,False,False,False,False,False,False,False,0.573923,图1 单个球形颗粒绕流的曳力系数（插图为流场） Fig. 1 Drag coefficients of the flow around a sphere and an illustration of its velocity field,4,"摘 要:自密实混凝土能否密实填充堆石孔隙不仅决定了堆石混凝土的强度,而且直接影响工程的质量和安全",data/images/1453/page4_img1.png,/assets/images/1453/page4_img1.png,1,2,
edge_ext_016,请返回Qf和Qs统计结果的另一张同页图,must_have_image,True,4,2,True,False,False,False,True,False,False,0.548599,图6 抗压强度随浸泡时间变化曲线 Fig. 6 Variations in compressive strength with soaking time,7,"堆石混凝土(rock-filled concrete,RFC)是将",data/images/1466/page7_img10.png,/assets/images/1466/page7_img10.png,2,4,
edge_ext_017,请找不同φs条件下PF曲线的小插图版本,must_have_image,True,4,4,True,False,False,False,False,False,False,0.650167,图5.10 Gn=67 时不同 sφ 下的通过系数,107,宾汉姆流体的LBM-DEM方法及自密实混凝土复杂流动研究,data/images/1134/page107_render1.png,/assets/images/1134/page107_render1.png,3,4,
edge_ext_018,请找恒山水库堆石混凝土工程施工现场图,must_have_image,True,4,4,True,False,False,False,False,False,False,0.697987,,5,堆石混凝土的工程应用,data/images/317/page5_img1.png,/assets/images/317/page5_img1.png,2,4,
edge_ext_019,请找CSG用水量与抗压强度关系图,must_have_image,True,4,4,True,False,True,False,True,False,False,0.734349,图4.7 外加剂为J1110D 的砂浆水粉比和用水量波动对强度影响,41,混凝土砂浆性能研究及工程应用,data/images/1152/page41_img1.png,/assets/images/1152/page41_img1.png,3,4,
edge_ext_020,请找各种情景下成本进度和排放表现图,must_have_image,True,4,3,True,False,False,False,False,False,False,0.568017,,26,基于生命周期的混凝土大坝碳排放评价方法研究,data/images/1093/page26_img14.png,/assets/images/1093/page26_img14.png,0,4,
edge_ext_021,请找施工现场里管道正在浇筑浆体的图片,must_have_image,True,4,4,True,False,False,False,False,False,False,0.716807,图6 松林水库施工过程 Figure 6 Construction process of songlin reservoir,4,堆石混凝土技术在筑坝工程中的创新应用与发展趋势,data/images/276/page4_img3.png,/assets/images/276/page4_img3.png,4,4,
edge_ext_022,给我看那个山地基坑堆石入仓的黑白现场图,must_have_image,True,4,3,True,False,True,False,True,False,False,0.649486,图2 设置上下游侧堆石外露区,3,浅谈自密实堆石混凝土坝层间水平施工缝处理技术,data/images/1402/page3_img2.png,/assets/images/1402/page3_img2.png,4,4,
edge_ext_023,找一张压力机压立方体试件的图,must_have_image,True,4,4,True,False,False,False,False,False,False,0.70707,,38,堆石混凝土在某高坝上的应用研究与抗震分析,data/images/441/page38_img2.png,/assets/images/441/page38_img2.png,3,4,
edge_ext_024,请找有黑色泡沫的混凝土异常仓面图,must_have_image,True,4,1,True,False,True,True,True,True,False,0.663352,图1 混凝土浇筑仓面出现异常,3,高自密实性能混凝土在九九坑水库堆石混凝土工程中的应用,data/images/1482/page3_img1.png,/assets/images/1482/page3_img1.png,2,4,
edge_ext_025,找水槽注水到模内堆石再浇筑的流程图,must_have_image,True,4,1,True,False,True,True,True,True,False,0.810225,图 1 水下自密实堆石混凝土浇筑流程,3,自密实堆石混凝土的施工性和硬化后性能,data/images/1383/page3_img1.png,/assets/images/1383/page3_img1.png,2,4,
edge_ext_026,请返回HPMC和胶粉影响坍落扩展度的图表,must_have_image,True,3,3,True,False,True,True,True,True,False,0.74509,图 3 不同因素对混凝土拌合物坍落扩展度的影响,4,自密实堆石混凝土的施工性和硬化后性能,data/images/1383/page4_img5.png,/assets/images/1383/page4_img5.png,2,3,
edge_ext_027,请找HPMC掺量与T500扩展时间柱状图,must_have_image,True,4,4,True,False,True,True,True,True,False,0.897768,图 5 不同因素对混凝土拌合物T500扩展时间的影响,5,自密实堆石混凝土的施工性和硬化后性能,data/images/1383/page5_img2.png,/assets/images/1383/page5_img2.png,2,4,
edge_ext_028,请找粉煤灰或胶凝材料用量相关的水泥流失量图,must_have_image,True,4,1,True,False,True,True,True,True,False,0.674165,图 2 不同因素对混凝土拌合物水泥流失量的影响,4,自密实堆石混凝土的施工性和硬化后性能,data/images/1383/page4_img4.png,/assets/images/1383/page4_img4.png,4,4,
edge_ext_029,请找坝址下游视角并标出坝高50m的图片,must_have_image,True,2,1,True,False,True,True,True,False,False,0.686371,图1 坝址地形地貌,1,"优势, 设计优选堆石混凝土作为筑坝材料",data/images/1474/page1_img1.png,/assets/images/1474/page1_img1.png,2,2,
edge_ext_030,请找包含控制廊道和灌浆帷幕的坝体剖面图,must_have_image,True,4,1,False,False,True,False,True,False,False,0.694312,图1 大坝标准断面( 高程单位: m; 尺寸单位: mm),2,堆石混凝土重力坝设计案例分析及应用中的技术改进,data/images/338/page2_img1.png,/assets/images/338/page2_img1.png,3,4,
