config_name,query_id,question,language_type,passed,returned_answer,expected_refused,refused,refusal_matched,expected_source_hit,actual_source_hit,source_hit_matched,source_count,citations,citations_valid,forbidden_terms_absent,expected_answer_points,configured_retrieval_mode,actual_retrieval_mode,top_k,workflow_steps,workflow_succeeded,model_provider,model_name,answer,top_source_titles,failed_reason,error,notes
keyword_baseline,user_cn_creep,堆石混凝土长期变形和徐变有什么研究？,zh_colloquial,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明长期变形或 creep 行为的研究对象,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 堆石混凝土长期变形和徐变有什么研究？,Experimental study on the creep behaviour of rock-filled concrete and self-compacting concrete || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Pilot Study on Vibrated Rock-filled Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,,,中文口语问法 覆盖徐变
vector_only,user_cn_creep,堆石混凝土长期变形和徐变有什么研究？,zh_colloquial,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明长期变形或 creep 行为的研究对象,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 堆石混凝土长期变形和徐变有什么研究？,堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || Experimental study on the creep behaviour of rock-filled concrete and self-compacting concrete || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam || 堆石混凝土及堆石混凝土大坝 / Study on rock-fill concrete dam,,,中文口语问法 覆盖徐变
default_hybrid,user_mixed_cost_emission,RFC dam construction 的成本工期和碳排放怎么评估？,mixed,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明成本 工期 排放或生命周期评价指标,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: RFC dam construction 的成本工期和碳排放怎么评估？,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology",,,中英混合工程管理问题
keyword_baseline,user_mixed_cost_emission,RFC dam construction 的成本工期和碳排放怎么评估？,mixed,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明成本 工期 排放或生命周期评价指标,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: RFC dam construction 的成本工期和碳排放怎么评估？,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology || A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology",,,中英混合工程管理问题
vector_only,user_mixed_cost_emission,RFC dam construction 的成本工期和碳排放怎么评估？,mixed,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明成本 工期 排放或生命周期评价指标,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: RFC dam construction 的成本工期和碳排放怎么评估？,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation || Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method",,,中英混合工程管理问题
default_hybrid,user_cn_porosity_compression,孔隙率会怎么影响堆石混凝土抗压表现？,zh_colloquial,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明孔隙率或初始孔洞对抗压行为的影响,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 孔隙率会怎么影响堆石混凝土抗压表现？,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete || Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC) || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,,,中文口语问法 覆盖孔隙率
keyword_baseline,user_cn_porosity_compression,孔隙率会怎么影响堆石混凝土抗压表现？,zh_colloquial,yes,yes,no,no,yes,yes,yes,yes,3,1,yes,yes,说明孔隙率或初始孔洞对抗压行为的影响,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 孔隙率会怎么影响堆石混凝土抗压表现？,"Study on the effect of porosity and aperture on the damage characterization of rock-filled concrete (RFC) || Experimental Study on Effects of Casting Procedures on Compressive Strength, Water Permeability, and Interfacial Transition Zone Porosity of Rock-Filled Concrete || Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete",,,中文口语问法 覆盖孔隙率
vector_only,user_cn_porosity_compression,孔隙率会怎么影响堆石混凝土抗压表现？,zh_colloquial,no,yes,no,no,yes,yes,no,no,4,1,yes,yes,说明孔隙率或初始孔洞对抗压行为的影响,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 孔隙率会怎么影响堆石混凝土抗压表现？,3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || Research on Damage Characterization of Rock-filled Concrete with Defects Using Super Absorbent Polymer || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties || 3D mesoscopic numerical investigation on the uniaxial compressive behavior of rock-filled concrete with different ITZ and aggregate properties,source_hit_mismatch,,中文口语问法 覆盖孔隙率
default_hybrid,user_en_steel_fiber_filling,Does steel fiber reinforced mortar affect filling performance in RFC?,en,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明钢纤维或 steel fiber 对填充性能的影响,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: Does steel fiber reinforced mortar affect filling performance in RFC?,"Evaluating the Filling Performance of Steel Fiber-Reinforced Self-Compacted Mortar into Rock-Filled Concrete || Analyzing the filling performance parameters of self-compacted mortar in rock filled concrete || Advancing rock-filled concrete (RFC) technology: Comprehensive insights into filling quality, mechanical properties, durability, and numerical simulation || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete",,,英文材料改性问题
keyword_baseline,user_en_steel_fiber_filling,Does steel fiber reinforced mortar affect filling performance in RFC?,en,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明钢纤维或 steel fiber 对填充性能的影响,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: Does steel fiber reinforced mortar affect filling performance in RFC?,Evaluating the Filling Performance of Steel Fiber-Reinforced Self-Compacted Mortar into Rock-Filled Concrete || Analyzing the filling performance parameters of self-compacted mortar in rock filled concrete || Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete || Effect of basalt fiber content on the dynamic tensile properties of rock-filled concrete: Insights from split-hopkinson tensile bar and split-hopkinson pressure bar Brazilian testing,,,英文材料改性问题
vector_only,user_en_steel_fiber_filling,Does steel fiber reinforced mortar affect filling performance in RFC?,en,yes,yes,no,no,yes,yes,yes,yes,5,1,yes,yes,说明钢纤维或 steel fiber 对填充性能的影响,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: Does steel fiber reinforced mortar affect filling performance in RFC?,Evaluating the Filling Performance of Steel Fiber-Reinforced Self-Compacted Mortar into Rock-Filled Concrete || Evaluating the Filling Performance of Steel Fiber-Reinforced Self-Compacted Mortar into Rock-Filled Concrete || Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete || A Mesoscale Comparative Analysis of the Elastic Modulus in Rock-Filled Concrete for Structural Applications || Experimental study of Self-Compacting Concrete filled prepacked rock,,,英文材料改性问题
default_hybrid,user_cn_shear_key,岩石剪力键会影响冷缝剪切性能吗？,engineering_cn,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明岩石剪力键和冷缝剪切性能关系,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 岩石剪力键会影响冷缝剪切性能吗？,Effect of rock shear keys on the shear performance of cold joints in rock-filled concrete structures: Experimental and numerical investigation || Experimental studies on shear properties of cold joints of rock-filled concrete || Shear tests and meso-scale simulation of cold joint structures in rock-filled concrete: Considering the mutual contact effects between component materials || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics,,,工程场景问题 覆盖冷缝剪切
keyword_baseline,user_cn_shear_key,岩石剪力键会影响冷缝剪切性能吗？,engineering_cn,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明岩石剪力键和冷缝剪切性能关系,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 岩石剪力键会影响冷缝剪切性能吗？,Effect of rock shear keys on the shear performance of cold joints in rock-filled concrete structures: Experimental and numerical investigation || Experimental studies on shear properties of cold joints of rock-filled concrete || Shear tests and meso-scale simulation of cold joint structures in rock-filled concrete: Considering the mutual contact effects between component materials || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,,,工程场景问题 覆盖冷缝剪切
vector_only,user_cn_shear_key,岩石剪力键会影响冷缝剪切性能吗？,engineering_cn,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明岩石剪力键和冷缝剪切性能关系,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: 岩石剪力键会影响冷缝剪切性能吗？,Effect of rock shear keys on the shear performance of cold joints in rock-filled concrete structures: Experimental and numerical investigation || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Full-Scale micromechanical simulation of rock-filled concretes using Peridynamics || Shear tests and meso-scale simulation of cold joint structures in rock-filled concrete: Considering the mutual contact effects between component materials,,,工程场景问题 覆盖冷缝剪切
default_hybrid,user_en_seismic_ratio,How do rock-fill ratios affect seismic analysis of RFC dams?,en,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明堆石率与抗震或 seismic analysis 的关系,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: How do rock-fill ratios affect seismic analysis of RFC dams?,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || The Experimental Study of Influence of Recycled Aggregates on Mechanical Property of Self-compacting Rock-filled Concrete,,,英文坝体抗震问题
keyword_baseline,user_en_seismic_ratio,How do rock-fill ratios affect seismic analysis of RFC dams?,en,yes,yes,no,no,yes,yes,yes,yes,4,1,yes,yes,说明堆石率与抗震或 seismic analysis 的关系,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: How do rock-fill ratios affect seismic analysis of RFC dams?,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || The Experimental Study of Influence of Recycled Aggregates on Mechanical Property of Self-compacting Rock-filled Concrete,,,英文坝体抗震问题
vector_only,user_en_seismic_ratio,How do rock-fill ratios affect seismic analysis of RFC dams?,en,yes,yes,no,no,yes,yes,yes,yes,5,1,yes,yes,说明堆石率与抗震或 seismic analysis 的关系,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,Deterministic answer based on source [1]: How do rock-fill ratios affect seismic analysis of RFC dams?,Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Seismic analysis of rock-filled concrete (RFC) dam with various rock-fill ratios || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method || Seismic Behavior of Rock-Filled Concrete Dam Compared with Conventional Vibrating Concrete Dam Using Finite Element Method,,,英文坝体抗震问题
default_hybrid,user_unsupported_random,zqxjvblorptasticprotocol,unsupported,yes,yes,yes,yes,yes,no,no,yes,0,,yes,yes,应拒答且不返回来源,hybrid,hybrid,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,当前资料库中没有找到足够可靠的依据。,,,,无语料依据的随机协议问题
keyword_baseline,user_unsupported_random,zqxjvblorptasticprotocol,unsupported,yes,yes,yes,yes,yes,no,no,yes,0,,yes,yes,应拒答且不返回来源,keyword,keyword,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,当前资料库中没有找到足够可靠的依据。,,,,无语料依据的随机协议问题
vector_only,user_unsupported_random,zqxjvblorptasticprotocol,unsupported,yes,yes,yes,yes,yes,no,no,yes,0,,yes,yes,应拒答且不返回来源,vector,vector,5,filter_history>rewrite_query>retrieve>optional_rerank>generate_answer,yes,deterministic,rule-based-chat-v1,当前资料库中没有找到足够可靠的依据。,,,,无语料依据的随机协议问题
