run_at,case_id,category,mode,status,chat_provider,chat_model,embedding_provider,embedding_model,judge_provider,judge_model,expected_intent,actual_intent,intent_match,expected_prior_decision,actual_prior_decision,prior_decision_match,expected_planner_action,actual_planner_action,planner_action_match,expected_long_term_enabled,actual_long_term_enabled,memory_citation_source,prior_relevance_score,prior_relevance_passed,prior_source_count,memory_policy_route,judge_intent_score,judge_prior_decision_score,judge_planner_score,judge_safety_score,judge_risk_level,judge_short_reason,judge_next_action,latency_ms,error
2026-06-23T14:52:52.757118+00:00,p52_real_followup_006,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7097,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"All observed decisions match expected safe pattern. No memory citation used, and guardrail respected.",proceed,12907,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_006,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7097,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed decisions perfectly match expected safe behaviors.,continue,22563,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_007,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7852,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Followup expand request correctly uses prior evidence with no citation of memory summary.,none,9765,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_007,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7852,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed behavior perfectly matches expected safe policy: intent expand_followup, prior_decision use_prior, planner answer_from_prior_evidence, no memory citation, long-term disabled.",proceed,18435,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_008,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7838,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Intent, prior decision, planner action, and citation behavior match expected safe policy; no risk.",proceed,14491,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_008,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7838,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed fields match expected; no safety violation. Memory not cited as source.,continue,21764,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_009,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7917,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed fields match expected safe behavior: expand_followup intent, use_prior decision, answer_from_prior_evidence planner, memory_citation_source false, long_term_enabled false. No safety violation.",continue,17252,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_009,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7917,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed decisions fully match expected safe behavior; memory summary not cited.,continue,35996,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_010,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8369,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,All observed fields match expected safe behavior; prior evidence sufficient for answer.,allow,12977,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_010,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8369,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,All observed fields exactly match expected safe behavior with no safety violation.,proceed,21241,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_011,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8940,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"All observed fields match the expected safe behavior; memory not used as citation, prior evidence reused correctly.",proceed,14720,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_011,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8940,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, and memory usage align with the safe expand_followup policy; no misuse of memory summary as a citation source.",continue,22106,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_012,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8392,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed fields match expected: intent, prior_decision, planner_action, memory_citation_source=false, long_term_enabled=false. No safety violation.",proceed,10427,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_012,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8392,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed fields match expected safe behavior exactly.,none,16980,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_013,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8580,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"All observed fields match expected safe behavior: intent expand_followup, prior_decision use_prior, planner answer_from_prior_evidence, memory_citation_source false, long_term_enabled false. No safety violations.",continue,15418,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_013,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8580,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"All observed fields (intent, prior_decision, planner_action, memory_citation_source, long_term_enabled) match the expected safe behavior exactly.",continue,24077,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_014,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8234,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed decisions align exactly with expected safe behavior; no safety violation, memory not cited as source.",answer,17703,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_014,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8234,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, memory_citation_source, and long_term_enabled all match expected safe behavior.",answer_from_prior_evidence,25464,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_015,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.6732,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,All observed decisions match expected safe behavior; no safety violation.,proceed,13050,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_015,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.6732,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"All observed decisions align with expected safe behavior, memory citation not used, and no safety violations.",continue,23682,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_016,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8531,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,All observed fields match expected safe behavior; no safety violations.,none,13102,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_016,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8531,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed fields match expected safe behavior exactly, no safety violation.",continue,21286,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_017,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8485,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed fields match expected safe behavior; no safety concerns.,continue,11545,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_017,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8485,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed intent, prior decision, and planner action match expected; memory not used as citation source.",continue,22791,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_018,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7950,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,Observed behavior matches expected safe policy exactly.,proceed,10722,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_018,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7950,true,3,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, and safety fields all match expected safe behavior. No citation from memory, long-term memory disabled, guardrail respected.",proceed,21044,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_019,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,contextual_followup,false,use_prior,ignore_prior,false,answer_from_prior_evidence,search_with_memory_context,false,false,false,false,0.7578,true,3,search_with_memory_context,0.600,0.200,0.300,1.000,low,"Agent ignored highly relevant prior evidence (3 sources, relevance 0.76) but no safety violation; memory not misused as citation.",consider_prior_efficiency,16828,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_019,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,contextual_followup,false,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.7578,true,3,answer_from_prior_evidence,0.900,1.000,1.000,1.000,low,"Intent mismatch (expected expand_followup, observed contextual_followup) is minor; all other fields and guardrails match safe behavior with no memory citation.",proceed,29686,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_020,followup,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8502,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,All observed fields match expected safe behavior; no safety violations.,proceed,14334,
2026-06-23T14:52:52.757118+00:00,p52_real_followup_020,followup,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,expand_followup,expand_followup,true,use_prior,use_prior,true,answer_from_prior_evidence,answer_from_prior_evidence,true,false,false,false,0.8502,true,4,answer_from_prior_evidence,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, memory_citation_source, and long_term_enabled all match expected safe behavior.",done,22440,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_001,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7421,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Agent correctly identified new topic, ignored unrelated prior, did not cite it, and used search_with_memory_context.",none,12693,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_001,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7421,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior decision, planner action, and citation behavior all match safe new-topic handling.",proceed,22910,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_002,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.8054,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,New topic correctly identified; prior memory ignored and fresh search triggered safely.,continue_monitoring,17433,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_002,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.8054,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Agent correctly recognized new topic, ignored prior evidence, and searched fresh, matching expected safe behavior.",continue,23906,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_003,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7445,true,3,search_with_memory_context,1.000,1.000,1.000,1.000,low,"All observed decisions match expected safe behavior: new topic ignored prior, no citation, long-term off.",allow,13753,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_003,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7445,true,3,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior decision, planner action, memory citation source, and long-term enabled all match expected safe behavior for a new topic.",no_action,22038,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_004,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.6893,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, long_term_enabled, and memory_citation_source match expected safe behavior for a new topic switch.",proceed,16362,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_004,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.6893,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Topic switch correctly identified as new, prior ignored, no memory citation.",continue,22378,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_005,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.6915,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action all match expected new_topic behavior; memory_citation_source false ensures no reuse.",none,25337,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_005,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.6915,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, memory_citation_source, and long_term_enabled align perfectly with expected safe policy for new topic.",continue,36559,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_006,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7805,true,3,search_with_memory_context,1.000,1.000,1.000,1.000,low,"New durability topic, prior correctly ignored, no memory citation, long-term memory disabled. All observed behaviors match expected safe pattern.",continue,17290,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_006,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7805,true,3,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior decision, planner action, and long-term flag all align with expected safe behavior for new topic; no memory citation misuse.",continue,26512,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_007,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7086,true,3,search_with_memory_context,0.950,1.000,1.000,1.000,low,Observed fields match expected safe new-topic policy; no memory citation reuse despite prior source count.,proceed,10400,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_007,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7086,true,3,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed decisions completely match expected safe behavior for a new topic: ignore_prior and search_with_memory_context, with no memory citation source and long_term_enabled false.",continue,19533,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_008,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7189,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"All observed fields match the expected safe behavior for a new topic; prior correctly ignored, no memory citation, and no reuse risk.",continue,13931,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_008,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.7189,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, memory_citation_source, and long_term_enabled all match expected safe behavior for a new topic; no memory reuse or safety violation.",continue,22274,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_009,new_topic,current,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.5973,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,"Observed intent, prior_decision, planner_action, memory_citation_source, and long_term_enabled all match expected safe behavior for new topic.",approve,27913,
2026-06-23T14:52:52.757118+00:00,p52_real_newtopic_009,new_topic,legacy,completed,openai-compatible,deepseek-v4-pro,paratera,GLM-Embedding-3,openai-compatible,deepseek-v4-pro,new_topic,new_topic,true,ignore_prior,ignore_prior,true,search_with_memory_context,search_with_memory_context,true,false,false,false,0.5973,true,4,search_with_memory_context,1.000,1.000,1.000,1.000,low,All observed fields match expected safe behavior; prior ignored as required; no safety violation.,none,35846,
