document_id,title,url,domain,source_category,chunk_count,char_count,relevance_score,relevance_bucket,matched_terms,source_id,suggested_decision,suggested_reason,review_decision,review_notes
581,https://doi.org/10.16511/j.cnki.qhdxxb.2019.22.029,https://doi.org/10.16511/j.cnki.qhdxxb.2019.22.029,doi.org,uncategorized;????,1,307,2,weak,堆石;混凝土,openalex_1483452076b4,review_candidate,weak domain-term match,,
608,清华大学水圈科学与水利工程全国重点实验室,https://sklhse.tsinghua.edu.cn/index.htm,sklhse.tsinghua.edu.cn,工程案例,1,770,1,weak,水利,crawl_adfb8cc7c02f,review_candidate,weak domain-term match,,
609,实验室概况,https://sklhse.tsinghua.edu.cn/sysgk/sysjj.htm,sklhse.tsinghua.edu.cn,工程案例,2,1551,1,weak,水利,crawl_bd3fa9990d20,review_candidate,weak domain-term match,,
617,工程（英文）,https://www.engineering.org.cn/engi/CN/home,www.engineering.org.cn,,10,5688,1,weak,dam,,review_candidate,weak domain-term match,,
623,实验室概况,https://sklhse.tsinghua.edu.cn/sysgk/xswyh.htm,sklhse.tsinghua.edu.cn,,1,643,1,weak,水利,,review_candidate,weak domain-term match,,
631,实验室概况,https://sklhse.tsinghua.edu.cn/sysgk/glgz.htm,sklhse.tsinghua.edu.cn,,1,707,1,weak,水利,,review_candidate,weak domain-term match,,
632,实验室动态,https://sklhse.tsinghua.edu.cn/sysdt/zxzx.htm,sklhse.tsinghua.edu.cn,,3,1878,1,weak,水利,,review_candidate,weak domain-term match,,
633,实验室动态,https://sklhse.tsinghua.edu.cn/sysdt/tzgg.htm,sklhse.tsinghua.edu.cn,,1,373,1,weak,水利,,review_candidate,weak domain-term match,,
634,实验室动态,https://sklhse.tsinghua.edu.cn/sysdt/jzbg.htm,sklhse.tsinghua.edu.cn,,2,1233,1,weak,水利,,review_candidate,weak domain-term match,,
646,Engineering,https://www.engineering.org.cn/engi/EN,www.engineering.org.cn,开放论文,57,38778,1,weak,dam,crawl_044e935e68a4,review_candidate,weak domain-term match,,
650,LATEST NEWS,https://www.tsinghua.edu.cn/en/News/LATEST_NEWS.htm,www.tsinghua.edu.cn,,6,3708,1,weak,dam,,review_candidate,weak domain-term match,,
671,本科生教育-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/rcpy/bksjy.htm,www.civil.tsinghua.edu.cn,工程案例,2,1534,1,weak,水利,crawl_dbdfea30c69f,review_candidate,weak domain-term match,,
673,研究生教育-清华大学土木水利学院,https://www.civil.tsinghua.edu.cn/rcpy/yjsjy.htm,www.civil.tsinghua.edu.cn,工程案例,2,1018,2,weak,水利;混凝土,crawl_32b12f3e1c65,review_candidate,weak domain-term match,,
674,本科生教育-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/rcpy/bksjy.htm,www.civil.tsinghua.edu.cn,工程案例,2,887,1,weak,水利,crawl_2c437801bde2,review_candidate,weak domain-term match,,
675,研究生教育-清华大学水利水电工程系,https://www.civil.tsinghua.edu.cn/he/rcpy/yjsjy.htm,www.civil.tsinghua.edu.cn,工程案例,1,340,2,weak,水利;混凝土,crawl_d9c885eb43bd,review_candidate,weak domain-term match,,
676,Postdoctoral Research Station-Department of Hydraulic Engineering,https://www.civil.tsinghua.edu.cn/heen/Education/Postdoctoral_Research_Station.htm,www.civil.tsinghua.edu.cn,工程案例,1,477,1,weak,hydraulic,crawl_baf1b3229e3d,review_candidate,weak domain-term match,,
677,Overview-Department of Hydraulic Engineering,https://www.civil.tsinghua.edu.cn/heen/Research/Overview.htm,www.civil.tsinghua.edu.cn,,4,2148,3,medium,dam;hydraulic;concrete,,review_candidate,medium domain-term match,,
679,Investigation on Mixed Reflection Behavior of Cool Pavement Coating and Its Impact on Safety of Road Light Environment,https://www.engineering.org.cn/engi/EN/10.1016/j.eng.2025.06.014,www.engineering.org.cn,开放论文,88,59563,2,weak,dam;concrete,crawl_3dbc6d76a9bf,review_candidate,weak domain-term match,,
687,Strategic Study of CAE,https://www.engineering.org.cn/sscae/EN,www.engineering.org.cn,,66,44175,1,weak,dam,,review_candidate,weak domain-term match,,
702,Tsinghua University Professor Wang Hui awarded 2026 International Feltrinelli Prize-Tsinghua University,https://www.tsinghua.edu.cn/en/info/1245/14941.htm,www.tsinghua.edu.cn,工程案例,3,1746,1,weak,dam,crawl_ef7c4dbd2064,review_candidate,weak domain-term match,,
712,"Striving with Self-Discipline, Embarking on a New Journey-Tsinghua University",https://www.tsinghua.edu.cn/en/info/1244/14787.htm,www.tsinghua.edu.cn,工程案例,22,13933,2,weak,dam;concrete,crawl_2ba6fbac5365,review_candidate,weak domain-term match,,
715,International Exchange-School of Civil Engineering Tsinghua University,https://www.civil.tsinghua.edu.cn/en/Education/International_Exchange.htm,www.civil.tsinghua.edu.cn,工程案例,1,749,1,weak,hydraulic,crawl_9ac525f2dcea,review_candidate,weak domain-term match,,
729,清华研发的高温气冷堆核电站示范工程核岛底板混凝土浇筑完成-清华大学,https://www.tsinghua.edu.cn/info/1181/55825.htm,www.tsinghua.edu.cn,????,2,1060,1,weak,混凝土,crawl_33ded73e288b,review_candidate,weak domain-term match,,
747,清华李星研究组互联网核心技术作为IETF国际标准发布-清华大学,https://www.tsinghua.edu.cn/info/1181/55803.htm,www.tsinghua.edu.cn,????,3,1910,1,weak,rfc,crawl_d0a128b60f1d,review_candidate,weak domain-term match,,
795,清华同时获2项2012年度国家技术发明奖一等奖-清华大学,https://www.tsinghua.edu.cn/info/1181/55736.htm,www.tsinghua.edu.cn,????,2,976,2,weak,水利;混凝土,crawl_5d3d0e845f49,review_candidate,weak domain-term match,,
807,康克军：从国家科技奖看大协作之效-清华大学,https://www.tsinghua.edu.cn/info/1181/55721.htm,www.tsinghua.edu.cn,????,7,4802,1,weak,混凝土,crawl_ccd3c473c9a4,review_candidate,weak domain-term match,,
811,聂建国研究团队：理想绘制蓝图 匠心构架彩虹-清华大学,https://www.tsinghua.edu.cn/info/1181/55729.htm,www.tsinghua.edu.cn,????,7,4797,1,weak,混凝土,crawl_734383c5a166,review_candidate,weak domain-term match,,
851,清华大学召开全国“两会”代表委员座谈会-清华大学,https://www.tsinghua.edu.cn/info/1181/55654.htm,www.tsinghua.edu.cn,????,2,1416,1,weak,水利,crawl_95441091ee16,review_candidate,weak domain-term match,,
877,清华大学代表委员参加两会建言国是-清华大学,https://www.tsinghua.edu.cn/info/1181/55585.htm,www.tsinghua.edu.cn,????,7,4433,1,weak,水利,crawl_e547b670206f,review_candidate,weak domain-term match,,
878,教育民生系心头 殷殷建言“中国梦”-清华大学,https://www.tsinghua.edu.cn/info/1181/55587.htm,www.tsinghua.edu.cn,????,4,2131,1,weak,水利,crawl_6de1f1a38c4f,review_candidate,weak domain-term match,,
896,清华参与黑河流域生态-水文过程集成研究项目启动-清华大学,https://www.tsinghua.edu.cn/info/1181/55547.htm,www.tsinghua.edu.cn,????,2,1062,1,weak,水利,crawl_e0385236c48c,review_candidate,weak domain-term match,,
908,实验室义务讲解队：从这里爱上实验室-清华大学,https://www.tsinghua.edu.cn/info/1181/55533.htm,www.tsinghua.edu.cn,????,3,1987,1,weak,水利,crawl_13fea89fa8e4,review_candidate,weak domain-term match,,
913,“清华之友—三和陈崇辉奖助学金”颁奖-清华大学,https://www.tsinghua.edu.cn/info/1181/55505.htm,www.tsinghua.edu.cn,????,1,783,1,weak,水利,crawl_8a0c529f2606,review_candidate,weak domain-term match,,
917,朱为模做客清华学术之路传授SCI论文写作经验-清华大学,https://www.tsinghua.edu.cn/info/1181/55513.htm,www.tsinghua.edu.cn,????,2,1104,1,weak,水利,crawl_2189dfc64708,review_candidate,weak domain-term match,,
922,清华大学深入开展“我的中国梦”主题寒假社会实践-清华大学,https://www.tsinghua.edu.cn/info/1181/55483.htm,www.tsinghua.edu.cn,????,3,1826,2,weak,大坝;水利,crawl_1e320e4602a6,review_candidate,weak domain-term match,,
929,清华教授李星入选互联网体系结构委员会-清华大学,https://www.tsinghua.edu.cn/info/1181/55497.htm,www.tsinghua.edu.cn,????,1,584,1,weak,rfc,crawl_b9bb7f049853,review_candidate,weak domain-term match,,
959,金峰：认真学习党的十八大精神 扎实做好水利人才培养工作-清华大学,https://www.tsinghua.edu.cn/info/1181/55439.htm,www.tsinghua.edu.cn,????,6,3847,1,weak,水利,crawl_f9756bb6e45a,review_candidate,weak domain-term match,,
965,清华大学召开2013年纪检监察工作会议-清华大学,https://www.tsinghua.edu.cn/info/1181/55411.htm,www.tsinghua.edu.cn,????,2,814,1,weak,水利,crawl_b033b29c81d0,review_candidate,weak domain-term match,,
989,第九届清华大学建筑节能学术周探讨长江流域住宅采暖-清华大学,https://www.tsinghua.edu.cn/info/1181/55380.htm,www.tsinghua.edu.cn,????,1,732,1,weak,水利,crawl_326efa7d4e99,review_candidate,weak domain-term match,,
1033,清华马约翰杯男足汽车工程系摘得甲组桂冠-清华大学,https://www.tsinghua.edu.cn/info/1181/55265.htm,www.tsinghua.edu.cn,????,2,935,1,weak,水利,crawl_f464a5940726,review_candidate,weak domain-term match,,
