combo,candidate_pool_size,top_k,query_id,dataset,category,reranker,candidate_count,relevant_count,mrr_at_5,ndcg_at_5,precision_at_1,precision_at_5,ndcg_at_8,precision_at_8,ndcg_at_10,precision_at_10,coverage_ratio,refusal_accuracy,candidate_recall_hit,non_refusal_query,latency_ms,top_chunk_id,top_title,status,error,fallback_count
pool25_top5,25,5,stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,25,15,1.0,0.83042,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,272.078,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
pool25_top5,25,5,stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,25,4,1.0,0.58557,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,259.846,21865,A Brief Review of Rock-Filled Concrete Dams and Prospects for Next-Generation Concrete Dam Construction Technology,completed,,0
pool25_top5,25,5,stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,25,25,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,264.881,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
pool25_top5,25,5,stage37_followup,phase51_performance_cases,followup,remote-bge-lora,25,3,0.25,0.383649,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,260.951,27345,Types,completed,,0
pool25_top5,25,5,stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,251.761,27871,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
pool25_top5,25,5,stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,remote-bge-lora,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,253.545,53505,Wang 等 - 2025 - Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterog,completed,,0
pool25_top5,25,5,stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,remote-bge-lora,25,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,258.105,21724,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
pool50_top5,50,5,stage29_wiki_rcc_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,462.466,26662,Introduction,completed,,0
pool50_top5,50,5,stage29_wiki_arch_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,461.932,19794,拱坝的分类,completed,,0
pool50_top5,50,5,stage29_wiki_hydraulic_engineering,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,1.0,1.0,465.401,19802,基本原理,completed,,0
pool50_top5,50,5,stage29_wiki_concrete_cover,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,455.837,27199,Purpose of provision of concrete cover,completed,,0
pool50_top5,50,5,stage29_wiki_dam_applications,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,469.012,27137,Dam applications,completed,,0
pool50_top5,50,5,stage29_standard_eap,stage29_new_corpus_queries,standard,remote-bge-lora,50,5,1.0,0.853932,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,463.684,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool50_top5,50,5,stage29_standard_earthquake,stage29_new_corpus_queries,standard,remote-bge-lora,50,32,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,467.348,20121,FEMA P-64 Emergency Action Planning for Dams,completed,,0
pool50_top5,50,5,stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,467.615,27659,FEMA Living with Dams Know Your Risks,completed,,0
pool50_top5,50,5,stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,470.514,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool50_top5,50,5,stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,remote-bge-lora,50,40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,472.878,21329,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
pool50_top5,50,5,stage29_web_rfc_advantages,stage29_new_corpus_queries,web,remote-bge-lora,50,3,1.0,0.469279,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,457.85,26334,Filling the gaps in large concrete dams,completed,,0
pool50_top5,50,5,stage29_web_rfc_inventors,stage29_new_corpus_queries,web,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,469.675,26334,Filling the gaps in large concrete dams,completed,,0
pool50_top5,50,5,stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,490.076,26344,JIN Feng-Department of Hydraulic Engineering,completed,,0
pool50_top5,50,5,stage29_web_aci_318_scope,stage29_new_corpus_queries,web,remote-bge-lora,50,10,1.0,0.699215,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,480.909,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool50_top5,50,5,stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,remote-bge-lora,50,2,1.0,0.919721,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,467.274,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool50_top5,50,5,stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,474.709,11758,堆石混凝土堆坝技术在某尾矿库拦水坝设计中的应用,completed,,0
pool50_top5,50,5,stage29_refusal_private_key,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,474.074,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
pool50_top5,50,5,stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,461.353,47742,固结灌浆工艺在东升水电站的实践与应用,completed,,0
pool50_top5,50,5,stage41_cn_rfc_flow_filling,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,2,0.5,0.650921,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,460.164,40857,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool50_top5,50,5,stage41_cn_rfc_mps_dem,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,474.171,40873,"堆石混凝土(rock filled concrete,RFC)是在自",completed,,0
pool50_top5,50,5,stage41_cn_rfc_porosity_damage,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.0,1.0,477.352,33049,胶结面缺陷对堆石混凝土宏观力学性能影响研究,completed,,0
pool50_top5,50,5,stage41_cn_rfc_scc_rock_composite,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,2,0.5,0.650921,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,480.363,22238,Research on damage characterization of SCC and rock composite specimens based on CPU and GPU heterogeneous code acceleration,completed,,0
pool50_top5,50,5,stage41_cn_dam_temperature,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,476.648,29800,堆石混凝土坝施工期温度场、应力场分析及裂缝控制,completed,,0
pool50_top5,50,5,stage41_cn_dam_seepage,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,4,1.0,0.636682,1.0,1.0,0.0,0.0,0.0,0.0,0.666667,0.0,1.0,1.0,458.833,24074,考虑分层填充的非均质堆石混凝土温度研究 (1),completed,,0
pool50_top5,50,5,stage41_cn_dam_monitoring,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,462.443,39915,"堆石混凝土( Rock-Filled Concrete,RFC)筑坝技术",completed,,0
pool50_top5,50,5,stage41_cn_quality_control,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,459.449,52580,堆石混凝土坝质量控制与检验探讨,completed,,0
pool50_top5,50,5,stage41_cn_construction_management,stage41_post_import_retrieval_queries,new_cn_rfc,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,456.717,38056,"堆石混凝土 ( Rock-filled Concrete, RFC)",completed,,0
pool50_top5,50,5,stage41_cn_carbon_emission,stage41_post_import_retrieval_queries,new_cn_dam,remote-bge-lora,50,39,0.5,0.66084,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,454.707,22154,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,completed,,0
pool50_top5,50,5,stage41_en_rockfill_monitoring,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,457.717,34430,Li 等 - 2019 - Earth and Rock-Filled Dam Monitoring by High-Resolution X-Band Interferometry Gongming Dam Case Stu,completed,,0
pool50_top5,50,5,stage41_en_stone_concrete,stage41_post_import_retrieval_queries,new_en_rfc,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,455.664,58881,Bestuzheva 等 - 2018 - Stone-concrete - material for rockfill dam face zone,completed,,0
pool50_top5,50,5,stage37_single_hop_definition,phase51_performance_cases,single_hop_definition,remote-bge-lora,50,42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,475.489,21816,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete,completed,,0
pool50_top5,50,5,stage37_comparison,phase51_performance_cases,comparison,remote-bge-lora,50,31,1.0,0.83042,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,476.925,26941,Filling Capacity Evaluation of Self-Compacting Concrete in Rock-Filled Concrete. - R Discovery,completed,,0
pool50_top5,50,5,stage37_multi_dimensional,phase51_performance_cases,multi_dimensional,remote-bge-lora,50,11,1.0,0.50874,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,469.52,22236,Monitoring the flow patterns of high performance self-compacting concrete in the voids of sloped rock-filled concrete structures,completed,,0
pool50_top5,50,5,stage37_bilingual_terms,phase51_performance_cases,bilingual_terminology,remote-bge-lora,50,48,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,485.863,9807,Experiment on Self-Compacting Concrete Filling Rock-Fill,completed,,0
pool50_top5,50,5,stage37_followup,phase51_performance_cases,followup,remote-bge-lora,50,4,0.5,0.246302,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,462.996,27139,Dam applications,completed,,0
pool50_top5,50,5,stage37_evidence_insufficient,phase51_performance_cases,evidence_insufficient,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,451.611,27137,Dam applications,completed,,0
pool50_top5,50,5,stage37_off_topic_refusal,phase51_performance_cases,off_topic_refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,461.185,10161,Study on the Influence of Specimen Size and Aggregate Size on the Compressive Strength of Rock-Filled Concrete,completed,,0
pool50_top5,50,5,stage37_multi_hop_retrieval,phase51_performance_cases,multi_hop_retrieval,remote-bge-lora,50,28,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,469.248,21724,Lattice Boltzmann-Discrete Element Modeling Simulation of SCC Flowing Process for Rock-Filled Concrete,completed,,0
pool50_top8,50,8,stage29_wiki_rcc_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,462.009,26662,Introduction,completed,,0
pool50_top8,50,8,stage29_wiki_arch_dam,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,471.764,19794,拱坝的分类,completed,,0
pool50_top8,50,8,stage29_wiki_hydraulic_engineering,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,478.615,19802,基本原理,completed,,0
pool50_top8,50,8,stage29_wiki_concrete_cover,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,462.866,27199,Purpose of provision of concrete cover,completed,,0
pool50_top8,50,8,stage29_wiki_dam_applications,stage29_new_corpus_queries,wikipedia,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,462.484,27137,Dam applications,completed,,0
pool50_top8,50,8,stage29_standard_eap,stage29_new_corpus_queries,standard,remote-bge-lora,50,5,1.0,0.853932,1.0,1.0,0.974743,1.0,0.0,0.0,1.0,0.0,1.0,1.0,464.536,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool50_top8,50,8,stage29_standard_earthquake,stage29_new_corpus_queries,standard,remote-bge-lora,50,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,464.108,20121,FEMA P-64 Emergency Action Planning for Dams,completed,,0
pool50_top8,50,8,stage29_standard_living_with_dams,stage29_new_corpus_queries,standard,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,468.618,27659,FEMA Living with Dams Know Your Risks,completed,,0
pool50_top8,50,8,stage29_standard_pocket_guide,stage29_new_corpus_queries,standard,remote-bge-lora,50,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,484.973,27722,FEMA Dam Safety Pocket Safety Guide for Dams and Impoundments,completed,,0
pool50_top8,50,8,stage29_standard_inundation_mapping,stage29_new_corpus_queries,standard,remote-bge-lora,50,40,1.0,1.0,1.0,1.0,0.745791,1.0,0.0,0.0,0.75,0.0,1.0,1.0,454.774,21329,FEMA Dam Safety Inundation Mapping and Flood Risks,completed,,0
pool50_top8,50,8,stage29_web_rfc_advantages,stage29_new_corpus_queries,web,remote-bge-lora,50,3,1.0,0.469279,1.0,1.0,0.61732,1.0,0.0,0.0,0.75,0.0,1.0,1.0,471.812,26334,Filling the gaps in large concrete dams,completed,,0
pool50_top8,50,8,stage29_web_rfc_inventors,stage29_new_corpus_queries,web,remote-bge-lora,50,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,469.432,26334,Filling the gaps in large concrete dams,completed,,0
pool50_top8,50,8,stage29_web_jin_feng_standards,stage29_new_corpus_queries,web,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518.582,26344,JIN Feng-Department of Hydraulic Engineering,completed,,0
pool50_top8,50,8,stage29_web_aci_318_scope,stage29_new_corpus_queries,web,remote-bge-lora,50,10,1.0,0.699215,1.0,1.0,0.601263,1.0,0.0,0.0,1.0,0.0,1.0,1.0,467.089,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool50_top8,50,8,stage29_web_aci_construction_testing,stage29_new_corpus_queries,web,remote-bge-lora,50,2,1.0,0.919721,1.0,1.0,0.919721,1.0,0.0,0.0,0.75,0.0,1.0,1.0,479.593,26385,ACI SPEC-301-20: Specifications for Concrete Construction,completed,,0
pool50_top8,50,8,stage29_refusal_replace_engineer,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,467.415,11758,堆石混凝土堆坝技术在某尾矿库拦水坝设计中的应用,completed,,0
pool50_top8,50,8,stage29_refusal_private_key,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,497.365,47873,基于微信平台的堆石混凝土坝施工过程管理,completed,,0
pool50_top8,50,8,stage29_refusal_paywalled_fulltext,stage29_new_corpus_queries,refusal,remote-bge-lora,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,457.543,47742,固结灌浆工艺在东升水电站的实践与应用,completed,,0
