document_id,document_title,page_num,source_image_path,width,height,status,description,error,route,staging_csv
1064,FEMA Dam Incident Planning Guide,33,data/images/1064/page33_render2.png,976,299,described,这是一张展示应急响应时间阶段的流程图，包含四个蓝色矩形步骤和三个彩色时间阶段。步骤从左到右依次为“Threat Detected or Notification Received”“Warning Issued”“Warning Received”“Protective Action Initiated”。下方对应三个时间阶段，从左到右依次为黄色背景的“Warning Delay Time”、红色背景的“Warning Diffusion Time”、绿色背景的“Protective Action Initiation Time”。底部有标注为[TIME]的水平时间轴，箭头指向右侧表示时间推进方向。各步骤通过箭头与对应时间阶段关联，展示从威胁检测到采取防护行动的时间流程。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,34,data/images/1064/page34_render1.png,952,213,described,"图片展示的是关于“4.2.2 Evacuation Zone Identification（疏散区识别）”的内容。上方有蓝色背景的“KEY TAKEAWAY”栏，下方文字内容为：“Do not expect the population to know their evacuation zone. Zone identification is important and can be utilized by both emergency management officials and the public, alike, but only if everyone understands how to determine their zone.”（不要指望民众知道自己的疏散区。疏散区识别很重要，可用于应急管理人员和公众，但前提是大家理解如何确定自己的区域。）",,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,3,data/images/1064/page3_render1.png,50,58,described,图片中显示两个文本编号，分别为“2.2.1”和“2.2.2”，以垂直排列方式呈现，无其他图形或装饰元素。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,3,data/images/1064/page3_render2.png,50,137,described,图片中显示四个依次排列的文本编号，分别为“3.2.1”“3.2.2”“3.2.3”“3.2.4”，以纯文本形式呈现，无其他图形或装饰元素。,,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,3,data/images/1064/page3_render3.png,50,58,described,图片中显示两个编号，分别为“4.2.1”和“4.2.2”，以垂直排列方式呈现，字体为黑色，背景为白色。,,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,5,data/images/1064/page5_render1.png,709,368,described,这是一张结构图，标题为“Dam Incidents”。图中“Dam Incidents”下方列出四个类别：Overtopping、Operational Releases、Malfunctions、Low pool elevation。“Dam Incidents”下方还有一个子区域“Dam Failures”，该子区域包含两个类别：Critical appurtenant structure breach、Dam breach。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1064,FEMA Dam Incident Planning Guide,8,data/images/1064/page8_render1.png,976,361,described,"图片展示了六个按顺序排列的步骤，每个步骤以蓝色矩形框呈现，框内包含白色数字编号和对应的英文步骤描述。步骤内容依次为：1. Form a collaborative planning team.；2. Understand the situation.；3. Determine goals and objectives.；4. Plan development.；5. Plan preparation, review and approval.；6. Plan refinement and execution. 步骤以两列三行的布局排列，背景为浅灰色。",,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,10,data/images/1086/page10_render1.png,627,384,described,这是一张结构示意图，展示坝体相关的热交换与结构组成。图中主要部件包括：坝体（梯形结构）、水库（左侧带水位符号的矩形区域）、地基（底部矩形）、坝体内部的“某介质”（黑色矩形）、冷却措施（U形管）、水化热（波浪线表示）、太阳辐射（从太阳图标来的箭头）、反射（箭头）、吸收（箭头）、对流换热（坝体与空气间的双向箭头）、自身辐射（坝体到空气的单向箭头）、空气（右侧菱形框）。关系上，水库通过管道连接至坝体的“某介质”；坝体内部存在冷却措施；坝体产生水化热；坝体与空气间存在对流换热和自身辐射；坝体接收太阳辐射，并存在反射、吸收过程。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,14,data/images/1086/page14_render1.png,712,484,described,"这是一张展示云计算分层架构的示意图，从上到下分为四层：  
1. **客户端（Client）层**：包含“PC & 浏览器”“云终端 & 瘦客户机”“移动终端设备”“TV”四类客户端设备。  
2. **软件服务（SaaS）层**：以绿色模块呈现，包含“OA”“CRM”“门户”“即时通信”“邮件”“内容管理”等基础服务，以及“行业”“政府”“通信”“企业”“医疗”“交通”“其它”等行业用户服务模块。  
3. **平台（PaaS）层**：以浅蓝色模块呈现，包含“身份认证管理”“服务总线”“工作流”“访问控制”“报表数据挖掘”（两个模块）等服务组件。  
4. **基础设施（IaaS）层**：分为“基础服务”和“基础设施”两部分。“基础服务”包含“数据存储”“计算服务”“负载管理”“备份”；“基础设施”包含“虚拟化”模块，其下方是“主机”“存储”“网络设备”“其它硬件”等物理资源。  

各层通过互联网连接，整体呈现云计算从客户端到基础设施的分层服务架构。",,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,15,data/images/1086/page15_render1.png,642,448,described,"这是一张流程图，展示数据处理与挖掘的流程。主要部件及关系如下：  
- **数据源**：包含两个“水利普查数据”数据源。  
- **数据预处理模块**：通过Sqoop导入数据源数据，并将数据传输至Hadoop云平台。  
- **Hadoop云平台**：包含Hive、HDFS、Map/Reduce组件，具备“读取写入数据、调用任务”功能，接收数据预处理模块的数据，并向数据挖掘模块提供“提取数据”服务。  
- **数据挖掘模块**：包含“并行关联规则算法”和“组织、整理挖掘结果”子模块，从Hadoop云平台提取数据，经算法处理后输出结果，同时具备“返回结果、调用机制”功能。  
- **结果分析模块**：接收数据挖掘模块的输出结果。  
- **结果展示模块**：接收结果分析模块的输出结果。  

各部件通过箭头连接，体现数据从源到预处理、到云平台、到挖掘、到分析、到展示的流程方向。",,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,18,data/images/1086/page18_render1.png,101,218,described,图片中包含两行文本，从上到下依次为“训练数据集”和“新数据训练”，文本内容以黑色字体呈现，可能是某个流程或结构中的环节，用于表示数据训练的相关步骤或数据来源与训练过程的关系。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,18,data/images/1086/page18_render2.png,99,65,described,图片中显示的文字内容为“训练得到 分类器”。,,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,24,data/images/1086/page24_render1.png,695,311,described,这是一张遗传算法流程图（图2.2）。流程步骤及连接关系为：从“随机编码”开始，依次经过“确定适应度函数”“产生初始种群”“计算适应度函数”“适应度定标”后，进入“是否满足终止条件”的判断；若满足终止条件，则执行“解码输出bestC，bestG”；若不满足，则执行“进行选择、交叉、变异”，再执行“确定最优解”，最后执行“解码输出bestC，bestG”。各步骤通过箭头连接，呈现遗传算法的流程逻辑。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,25,data/images/1086/page25_render1.png,594,590,described,"这是一段算法伪代码，内容如下：  
- 变量定义：Pc为交叉发生的概率，Pv为变异发生的概率，M为种群规模，T为终止进化的代数，Tf为适应度函数上限。  
- 初始化：随机产生第一代种群Pop，初始化Pv、Pc、M、T、Tf。  
- 循环结构：当进化代数小于G且任何一个个体的适应度函数不超过Tf时，执行循环体。  
- 循环体操作：计算种群Pop中每个个体的适应度F(i)；初始化空种群newPop；通过do - until循环（直至M个子代被创建）执行以下步骤：按适应度比例选择算法从Pop中选出2个个体，若随机数（0,1）小于Pc则对2个个体执行交叉操作，若随机数（0,1）小于Pv则对2个个体执行变异操作，将2个新个体加入newPop；循环结束后用newPop取代Pop。",,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,27,data/images/1086/page27_render1.png,629,592,described,这是一张坝体结构剖面图，包含I区、II区、III区、IV区、V区五个分区。底部设有“悬臂式防渗墙”。图中标注了多个高程，如∇2380.00、∇2379.00、∇2377.00、∇2375.00、∇2372.00、∇2361.50、∇2361.00、∇2359.50、∇2358.00。左侧斜坡坡度为1:0.4，右侧斜坡坡度为1:0.7。各分区位置：I区位于坝体中部，II区位于底部，III区位于左侧斜坡区域，IV区位于右侧斜坡区域，V区位于顶部区域。图中分布有堆石（或类似结构）的示意。,,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,28,data/images/1086/page28_render1.png,866,299,described,这是一张剖面图，图中呈现从里程0+036.52至0+103.23的剖面结构。左侧标注编号“8”，依次为“9”“10”“11”。剖面分为多层，各层以不同颜色区分，每层标注对应标高，如2377、2375、2372、2368.9、2366.6、2364.4、2361等。剖面顶部标高为2380，底部标高为2360.2。各分区（8、9、10、11）内分层结构及标高分布存在差异，例如编号“10”区域内有标高2368.5、2369.4、2366.1、2364等分层。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,28,data/images/1086/page28_render2.png,661,607,described,"这是一张标题为“闸首9坝段”的图，图中以分仓形式展示不同仓内的测点布置。左侧从下到上依次标注“第一仓”“第二仓”“第三仓”“第四仓”“第五仓”，底部标注坐标“(0,0)”。每个仓内分布有多个以“T”加数字命名的测点（如T1、T2、T3等），测点通过不同符号（如空心圆、实心圆、叉号等）标记，各仓内测点数量和分布不同：第一仓内测点包括T1、T2、T3、T4、T5、T6、T7、T8、T9、T10、T11、T12、T13、T14、T15、T18；第二仓内测点包括T17、T19、T20、T21、T22、T23、T24、T25、T26、T27；第三仓内测点包括T28、T29、T30、T31、T32、T33、T34、T35、T36；第四仓内测点包括T37、T38、T39、T40、T41、T44、T45；第五仓内测点包括T43、T46、T47、T48、T49、T50、T51、T52、T53、T54。图中通过仓的划分和测点标记展示闸首9坝段不同仓的测点布置情况。",,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,29,data/images/1086/page29_render1.png,888,259,described,这是一张工程断面图，包含X轴（标注桩号，如0+096.527、0+080.527、0+060.46、0+028.46等）和Y轴（标注高程，如803.5、802.028、800.447、798.728、796.752等）。图中红色区域为主要结构部分，边界由线条界定，红色区域内及周围标注有高程数值（如806.464、805.016、804.818、803.372、800.396等）。线条颜色包括红色、蓝色、黑色，可能表示不同结构层次或边界。整体呈现堆石混凝土相关工程的断面形态，通过桩号和高程标注展示结构的空间位置与尺寸关系。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,30,data/images/1086/page30_render1.png,806,387,described,这是一张平面布置图，上方标注“上游”，下方标注“下游”。图中展示一个矩形区域，总长度为23.20m，左侧边长3.50m，右侧边长7.00m。矩形沿长度方向分为四段，从左至右依次为4.00m、7.60m、7.60m、4.00m。区域内有四个标记点，分别标为1、2、3、4，其中点2与点3之间标注垂直距离2.50m。,,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,30,data/images/1086/page30_render2.png,809,365,described,这是一张结构平面图，图中有“上游”“下游”标注，整体呈矩形。矩形总长度标注为32.00m，宽度方向左侧标注1.50m、右侧标注6.50m，沿长度方向分为四个8.00m的区间。图中有编号为1、2、3、4、5的五个点，其中点1附近有类似线圈的符号，点3附近也有类似线圈的符号，点2、4、5为单独的点。各点位置分布：点1位于左下区域，点2位于左上区域，点3位于中间偏左区域，点4位于中间偏右区域，点5位于中间偏上区域。图中通过尺寸线和标注明确各部分尺寸关系，整体结构呈现沿长度方向分段、宽度方向分区的布局。,,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,30,data/images/1086/page30_render3.png,844,389,described,这是一张矩形平面布局图，顶部标注“上游”，底部标注“下游”。矩形横向总长度为33.00m，从左至右分为5段，各段长度依次为6.00m、7.00m、7.00m、7.00m、6.00m。纵向（高度方向）左侧标注2.00m，右侧标注6.50m。图中分布有8个圆形标记点，编号分别为1、2、3、4、5、6、7、8，其中左侧区域有一个带尺寸标注的图形（标注尺寸2.50m和2.00m），其余标记点分散在矩形区域内。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,31,data/images/1086/page31_render1.png,831,301,described,这是一张结构示意图，呈现一个矩形区域，上方标注“上游”，下方标注“下游”。矩形水平方向总长度为36.00m，分为四个9.00m的等分段；垂直方向，左侧标注100.0m，右侧标注5.00m。图中分布有六个标记点，编号为1、2、3、4、5、6，其中点1与点5之间标注有3.00m的尺寸线。,,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,32,data/images/1086/page32_render1.png,579,504,described,图片展示了一个梯形剖面结构，结构顶部标注高度为546.0m，底部标注高度为530.0m。结构内部有两条水平虚线，分别标注“2#仓”和“1#仓”。左右两侧边坡坡度标注为1:0.5。顶部有文字标注“导流明渠下坝段导流底板”和“导流明渠下坝段导流墙”，通过引线指向对应位置。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,32,data/images/1086/page32_render2.png,887,355,described,图片包含两个堆石混凝土剖面图和一个检测示意图。上半部分左侧剖面图：结构尺寸标注7m、15m、0.5m，高度2m，分布红色测点；右侧检测示意图：标注“外接线1”“外接线2”“内接线”“集中检测”，尺寸16.0m。下半部分剖面图：结构尺寸16.0m，高度1.5m，标注“前点”“中点”“后点”的线条，分布红色测点（标注“气温测点”），部分位置标注0.5m间距。,,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,33,data/images/1086/page33_render1.png,514,288,described,这是一张结构示意图，分为左右两个区域，左侧区域标注为“19”，右侧区域标注为“10”。左侧区域内从上至下依次包含“9 - 6仓”“9 - 4仓（测量部位）”“9 - 3仓”“9 - 2仓”“9 - 1仓（找平层）”；右侧区域内从上至下依次包含“10 - 6仓”“10 - 5仓（测量部位）”“10 - 4仓”“10 - 3仓”“10 - 2仓”“10 - 1仓（找平层）”。顶部有“K0+894”的标注，左右两侧分别标注“19”和“10”。,,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,33,data/images/1086/page33_render2.png,605,424,described,图片包含两个剖面图，分别为“1-1剖面”和“2-2剖面”。1-1剖面展示堆石混凝土结构，水平方向标注分段长度100、100、170，总长度1000，垂直方向高度120；图中用红色圆点和叉表示“测温点”，并标注“气温（回填土）测点”。2-2剖面展示堆石混凝土结构，标注尺寸（如50、100等），用红色圆点和叉表示“测温点”，另有“室温测点”和“气温（回填土）测点”标注。两个剖面图中，堆石混凝土由不规则石块（圆形或椭圆形）组成，测点符号用于标识不同类型的测温位置，体现结构内部的测温布置。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,34,data/images/1086/page34_render1.png,591,412,described,图片包含立面图（上）和俯视图（下），展示堆石结构的剖面与平面布局。立面图显示堆石结构的竖向剖面，水平方向总长度标注为1000，各分段尺寸依次为100、40、50、80、40；竖向标注尺寸为120。俯视图显示堆石结构的平面视图，竖向标注尺寸为120。图中分布有红色圆点标注的“测温点”，以及用箭头指向的“气温（回填土）测点”。图例中，红色圆点代表“测温点”，另有“→×”符号。视图通过线条和圆点呈现堆石结构及测点布置，用于堆石混凝土相关的温度监测场景，展示结构尺寸与测点分布关系。,,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,46,data/images/1086/page46_render2.png,304,104,described,图片中显示文字内容，第一行文字为“数据标准化，均值为0，方差为1”，下方有一个向下的箭头，箭头下方文字为“建立标准化变量协方差矩阵”。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,46,data/images/1086/page46_render3.png,153,136,described,图示包含两个计算步骤，上方步骤标注为“计算特征值λ”，下方步骤标注为“计算方差贡献率”，两者通过箭头连接；下方步骤伴随公式“Pᵢ = λᵢ / ∑λ”，其中Pᵢ表示方差贡献率，λᵢ为第i个特征值，∑λ为特征值总和。,,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,46,data/images/1086/page46_render4.png,113,368,described,这是一张流程图，包含四个按顺序连接的步骤，步骤间通过向下的箭头表示流程方向。从上到下依次为：1. 特征向量μ；2. 结果矩阵T=AU；3. 确定相应主成分的m个向量；4. 输出新数据样本。每个步骤以矩形框呈现，步骤间通过箭头连接，展示数据处理的流程关系。,,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,46,data/images/1086/page46_render6.png,87,88,described,图片中显示的文字内容为“主成分个数为m”。,,official_a_1,data/evaluation/phase46_redescribe_staging/official_a_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,73,data/images/1086/page73_render1.png,664,570,described,图片展示两个窗口。上方窗口为“混凝土施工期温度预测系统”界面，包含标题栏、账户输入框、密码输入框，以及“模型训练”“温度预测”“退出”三个按钮；下方窗口为“Error Dialog”错误提示框，显示警告图标、“用户名或密码错误”文字及“OK”按钮。,,official_a_2,data/evaluation/phase46_redescribe_staging/official_a_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,74,data/images/1086/page74_render1.png,767,461,described,图片展示的是“大体积混凝土温度预测系统”的软件界面，界面包含“载入数据”“预处理及参…”“训练及预测”“保存数据”“返回”五个按钮，右侧有标注“实时信息提示”的文本框区域。,,official_b_1,data/evaluation/phase46_redescribe_staging/official_b_1/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,75,data/images/1086/page75_render1.png,748,399,described,"这是一张“堆石混凝土智能预警系统”软件界面的截图。界面顶部有“载入数据”“预处理及参数设置”“训练及预测”“保存数据”“返回”五个按钮。界面主体分为左右两个设置区域：左侧为“归一化及降维”区域，包含“自变量[1,1]归一化”“因变量[1,1]归一化”两个下拉菜单（均对应-1.1至1.1的输入范围），以及“进行pca降维预处理”选项（下方有“主成分百分比”输入框，数值为95）；右侧为“寻优参数设置”区域，包含“grid search method(cg)”下拉菜单，其下设置“grid c bound（-8 - 8）”“grid c step（0.5）”“grid g bound（-8 - 8）”“grid g step（0.5）”，还有“ga优化代表（100）”“ga种群数量（20）”“ga c bound（0 - 100）”“ga g bound（0 - 100）”“ga p bound（0 - 1）”“交叉验证折数V（5）”等参数输入项。界面右侧有“实时信息提示”空白区域。",,official_b_2,data/evaluation/phase46_redescribe_staging/official_b_2/multimodal_staging.csv
1086,基于GA-SVM的混凝土施工期温度快速预测,75,data/images/1086/page75_render2.png,490,389,described,"图片展示两个设置面板，左侧为“归一化及降维”面板，包含：自变量[0,1]归一化（下拉菜单，显示范围-1.1至1.1）、因变量[0,1]归一化（下拉菜单，显示范围-1.1至1.1）、进行pca降维预处...（下拉菜单，主成分百分比95）；右侧为“寻优参数设置”面板，包含：ga method(cg)下拉菜单（选项为grid search method(cg)、ga method(cg)、ga method(cgp)）、grid g step（数值0.5）、ga进化代数（数值100）、ga种群数量（数值20）、ga c bound（范围0 - 100）、ga g bound（范围0 - 100）、ga p bound（范围0 - 1）、交叉验证折数V（数值5）。",,paratera_c,data/evaluation/phase46_redescribe_staging/paratera_c/multimodal_staging.csv
