source_id,title,authors,year,venue,category,discovered_via,doi,url,pdf_url,abstract,keywords,language,citation_count,source_type,access_rights,license_or_terms,local_path,status,notes
openalex_8d54bd0e6151,堆石混凝土技术“引发革命”——清华大学堆石混凝土专利技术将在第六届四川国际水电产业展览会上亮相,李文,2008,建材与装饰：上旬,dam_engineering,OpenAlex,,https://openalex.org/W907397951,,日前，记者从第六届四川国际水电产业展览会组委会获悉，由清华大学金峰、安雪晖教授研究并获得国家专利的堆石混凝土技术将于4月15日-18日在成都第六届四川国际水电产业展览会上亮相。这项技术的出现成为水利水电工程界关注的焦点，其突出的经济、快速、质量、安全、节能、环保等多项优势将与碾压混凝土技术一样，引发一场大体积混凝土施工的革命。,Computer science;Business,zh,0,open_access_candidate,closed,,,candidate,query=堆石混凝土; query=金峰 堆石混凝土
openalex_02ddc8020698,Experimental Research on Freeze-thaw Resistence Property and Impermeability for Rock-filled Concrete,Jianjun Shi,2009,Journal of University of South China,mechanical_properties;dam_engineering,OpenAlex,,https://openalex.org/W2390353849,,"The freeze-thaw resistance property and impermeability of RFC affect directly the safety and reliability of its structure.The author had conducted experimental research to the samples after testing the mechanical properties of the RFC exposed to freeze-and-thaw cycles and the impermeability under water pressure.The test results indicated that the bonding interface of the construction coldjoints was the main path of seepage,and the permeability of the cold joints was greater than that of thehotjoints;the splitting tensile strength and the compressive strength of the coldjoints were less than the splitting tensile strength of the hot joints,and the loss rate of strength was greater.",Ultimate tensile strength;Permeability (electromagnetism);Geotechnical engineering;Compressive strength;Materials science;Composite material;Structural engineering;Reliability (semiconductor);et al.,en,1,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete
openalex_b9b69b1c7019,Meso-scale simulation and experimental study on self-compacted rock-fill concrete,Xinwei Tang,2009,,mechanical_properties;numerical_modeling,OpenAlex,,https://openalex.org/W2373849249,,"Based on meso-scale mechanics for concrete,the rock-fill concrete(RFC) is regarded as a type of three-component composite material composed of self-compacted concrete,rock and interfaces.A meso-scale simulation model for studying the mechanical properties of RFC is established.Experimental tests for determining the basic mechanical parameters and constitutive relations of the three components are designed and carried out.A set of four-point flexural beam tests for verifying the validity of the simulation model is conducted.The comparison of simulation result with experimental data indicates that the model is capable of predicting the complete fracture process of RFC flexural beam,the load-displacement relationship and fracture pattern are in good agreement with corresponding experimental results.",Flexural strength;Geotechnical engineering;Structural engineering;Displacement (psychology);Fracture (geology);Scale (ratio);Roller-compacted concrete;Beam (structure);et al.,en,2,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete
openalex_e877ae87eb2f,堆（卵）石混凝土密实度检测方法的研究,樊愚; 王万兴,2009,Acta Scientiarum Naturalium Universitatis Sunyatseni,numerical_modeling,OpenAlex,,https://openalex.org/W77762984,,密实度是反映堆石混凝土强度、耐久性的重要指标，可通过孔隙率的检测来评定。通过采用多种检测方法可知：密实度计量分析法、钻孔取芯与芯样评定法、预埋管件无损检测法均能较准确的计算混凝土的孔隙率，超声波检测法只能宏观评定；密实度计量分析法实际操作比较困难，钻孔取芯与芯样评定法属于半破损检测；预埋管件无损检测首次将红外成像技术应用于混凝土的密实度检测之中，方法简单、造价低廉、数值准确，建议对其进行推广使用。,Computer science,ja,,open_access_candidate,closed,,,candidate,query=堆石混凝土
openalex_71b56ce5b96e,大体积堆石（卵石）混凝土内部温度的试验研究,张广泰; 潘定才; Liu Ming Qing,2009,建筑科学,thermal_control;dam_engineering,OpenAlex,,https://openalex.org/W2493035609,,大体积混凝土温度裂缝控制一直是工程界关注的问题。堆石混凝土单方水泥用量少，水化温升低，在控制大体积混凝土温度裂缝方面体现了独特的优越性。本研究以实际工程为依托，通过试验监测大体积堆石（卵石）混凝土的内部温度变化；经水化热计算分析，得出在进行大体积混凝土工程施工时，采用堆石混凝土施工技术可减少或免除混凝土的温控措施。,Political science,zh,,open_access_candidate,closed,,,candidate,query=堆石混凝土
openalex_7fceea6ce52a,Application of C20 self-compacting concrete within rock-filled concrete,Qing Liu,2010,Concrete,thermal_control;mechanical_properties,OpenAlex,,https://openalex.org/W2370612668,,"This text mainly introduced the application of C20 self-compacting concrete within rock-filled concrete,and then pass to experiment and research,the first step verified to compressive strength,impermeability and frost resistance of self-compacting concrete and compressive strength of rock-filled concrete sample.Finally,a summary of this research was summed up in this text.",Compressive strength; Geotechnical engineering; Frost (temperature); Geology; Materials science; Composite material,en,,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete
openalex_7bc623ea2981,The Experimental Study of Influence of Recycled Aggregates on Mechanical Property of Self-compacting Rock-filled Concrete,Lin Jiang,2010,,mechanical_properties,OpenAlex,,https://openalex.org/W2356476913,,"5 groups of recycled coarse aggregates rock-fill concrete prismoids are made in abandoned rubble,abandoned bricks and abandoned concrete blocks.The influence of recycled coarse aggregates of different types and dosages on the prismoids compressive strength,modulus of elasticity as well as peak strain is investigated.The results indicate that prismoids compressive strength and modulus of elasticity of recycled aggregates rock-fill concrete will be larger with recycled coarse aggregate strength is heightened,but will be diminish with the categories of recycled coarse aggregate are increased;peak strain gets smaller with less types and more uniform distribution of recycled coarse aggregate in the recycled aggregate rock-fill concrete.",Aggregate (composite);Rubble;Compressive strength;Materials science;Geotechnical engineering;Young's modulus;Elastic modulus;Properties of concrete;et al.,en,3,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete
openalex_840dd921ce7e,"技术抗旱,浇筑真情--堆石混凝土技术援建西南水源工程",柳晓璎,2010,水利水电技术,,OpenAlex,,https://openalex.org/W1544477565,,过去大半年西南地区持续大旱和近期南方多地洪涝灾害牵动着各界人士的广泛关注，同时引起了水利工程界的积极思考与反思，加强水利工程的综合功能是解决重大灾情的必由之路，华实科技联合清华大学水利水电工程系发起西南灾区水利技术援建行动，提出为受灾省区免费提供堆石混凝土技术服务，为受灾省份各援建一项水源工程，提高水源保证能力，,Computer science,zh,,open_access_candidate,closed,,,candidate,query=堆石混凝土
openalex_22098aa1d49c,Experimental studies on shear properties of cold joints of rock-filled concrete,He Shiqin Linjun; Hu Zhou,2011,2011 International Conference on Electric Technology and Civil Engineering (ICETCE),review;mechanical_properties;dam_engineering,OpenAlex;Crossref,10.1109/icetce.2011.5774287,https://doi.org/10.1109/icetce.2011.5774287,,"Rock filled concrete (RFC), a new type of mass concrete, has been widely used in the construction of hydraulic engineering structures in China. Due to the huge construction volume, it has to be casted layer by layer and the cold joints are produced in the RFC dams as a result. The shear capacity of this weak interface significantly affects the dam stability against sliding, but less research effort has been made on it. Benefit from the direct shear test on concrete-rock interface in the literature, the series of large size tests on the direct shear resistance of the RFC cold joints are carried out in this study. The preliminary results include the shear resistance parameters and discussion on the test methods of the RFC cold joints.",Direct shear test;Geotechnical engineering;Shear (geology);Shear strength (soil);Rock mass classification;Geology;Materials science;Structural engineering;et al.,en,2,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_dd9b3c740c45,Test Analysis of the Cleavage and Tensile Performance of the Self-compacting Rock-filled Concrete in Weitan Hydropower Station,Song Wen-ju,2011,Shanxi Hydrotechnics,mechanical_properties,OpenAlex,,https://openalex.org/W2347215594,,"The self-compacting rock-filled concrete is used to construct Weitan Hydropower station.In order to verify the feasibility of this technique the large samples are directly cut from the self-compacting rock-filled concrete on site,then the study on the cleavage and tensile performance is conducted.The results show that the average cleavage and tensile performance is 1.75MPa.It fully meets the requirements of engineering.",Cleavage (geology);Ultimate tensile strength;Hydropower;Geotechnical engineering;Structural engineering;Engineering;Geology;Materials science;et al.,en,1,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete
openalex_67718fd00648,Study on the Material Mechanical Performance of Large Scale Self-Compacting Rock-Filled Concrete,Hai Chao Wang; Jianda Xin; Xue Hui An; Xi Xu; Li Zhou,2012,Advanced materials research,mechanical_properties;dam_engineering,OpenAlex;Crossref,10.4028/www.scientific.net/amr.482-484.1362,https://doi.org/10.4028/www.scientific.net/amr.482-484.1362,,"In order to study the influence of large size aggregate on self-compacting rock-filled concrete, the compactness between self-compacting concrete (SCC) and rocks, as well as the whole workability of self-compacting rock-filled concrete, the experimental test in the present paper was carried out on the 500-ton electro-hydraulic serve testing machine and the sizes of specimens are 450mm×450mm×450mm and 450mm×450mm×900mm. The results show that the exterior damage of self-compacting rock-filled concrete specimens are different from that of standard concrete specimens; the damage sections are flat and rocks are cut through in some areas, which shows mainly bond failure at interfaces between self-compacting concrete (SCC) and rocks. The compactness inside is well and the strength of self-compacting rock-filled concrete can almost reach that of SCC, which provides theoretical basis for the application of self-compacting rock-filled concrete.",Geotechnical engineering;Aggregate (composite);Materials science;Composite material;Geology,en,5,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting rock-filled concrete
openalex_9ab11b74a7ed,堆石混凝土（RFC）在布尔津山口电站围堰方案中的设计与应用,丁照祥; 李新江; 李海涛,2012,水利建设与管理,dam_engineering,OpenAlex,,https://openalex.org/W940914289,,本文主要介绍了新疆布尔津山口电站工程施工导流围堰设计的方案拟选思路。通过比选，发现堆石混凝土（RFC）技术在施工工艺、造价上的优势。经过一个汛期的运行考验证明，堆石混凝土是一项可以在水利工程建设上应用的技术。,Computer science,zh,,open_access_candidate,closed,,,candidate,query=堆石混凝土
openalex_cd9440839782,Cheap Mix Design of the Rock-Filled Concrete Materials,Qiong Wu; Xue Hui An; Mian Huang,2013,Applied Mechanics and Materials,filling_capacity;dam_engineering,OpenAlex;Crossref,10.4028/www.scientific.net/amm.470.802,https://doi.org/10.4028/www.scientific.net/amm.470.802,,"Rock-filled concrete (RFC) is an innovative dam construction material that has been developed quickly in China since 2003. The concrete is produced by pouring the Self-compacting concrete (SCC) into the voids of large rock chunks, with a minimum size of 300 mm, in a formwork. To date, all the practical applications have shown that using RFC in dam constructions has significant economic and environmental benefits. Total construction cost is reduced due to using large amount of rock chunks, which can amount to roughly 55% of the total volume of RFC. When producing SCC, we make full use of local raw materials (e.g. fly ash, limestone) and optimize mix design based on the simple mini-slump flow tests on pastes to obtain better workability and lower cost. SCC with excellent workability can be obtained even the powder material is limestone powder alone. It is indicated that RFC is a potential and promising material for use in future concrete dams.",Formwork;Slump;Fly ash;Raw material;Volume (thermodynamics);Aggregate (composite);Geotechnical engineering;Superplasticizer;et al.,en,3,open_access_candidate,closed,https://www.scientific.net/PolicyAndEthics/PublishingPolicies; https://www.scientific.net/license/TDM_Licenser.pdf,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
openalex_ae8505fceee9,Experimental study of filling capacity of self-compacting concrete and its influence on the properties of rock-filled concrete,Yuetao Xie; David J. Corr; Mohend Chaouche; Feng Jin; Surendra P. Shah,2013,Cement and Concrete Research,filling_capacity,OpenAlex;Crossref,10.1016/j.cemconres.2013.11.010,https://doi.org/10.1016/j.cemconres.2013.11.010,,,Clogging;Materials science;Microstructure;Geotechnical engineering;Aggregate (composite);Porosity;Composite material;Casting;et al.,en,62,open_access_candidate,closed,https://www.elsevier.com/tdm/userlicense/1.0/; https://www.elsevier.com/legal/tdmrep-license,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_7aedcecab3d2,Experimental study on I-IImixed mode fracture performance and influence of crack-depth of self-compacting rock-filled concrete,Haichao Wang,2013,,,OpenAlex,,https://openalex.org/W2360189484,,"An experiment on Ⅰ-Ⅱ mixed mode fracture performance of self-compacting rock-filled concrete was carried out by using large-size single incision four-point shearing beams with three different crack-depth ratios.The fracture mechanism of new technology material was researched and the fracture loads,initial loads,F-δ curve and crack initiation angles were measured in this experiment.The results showed that crack initiation angle increased obviously when crack-depth ratio ranges from 0.4 to 0.8,but it growed slowly when crack-depth ratio ranges from 0.8 to 1.2.",Shearing (physics); Fracture (geology); Materials science; Composite material; Geotechnical engineering; Crack growth resistance curve; Geology; Fracture mechanics; et al.,en,,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete
openalex_1d91bd965ec2,Experimental study on new technology of the construction waste concrete recycling,HE Shi-qin,2013,Concrete,mechanical_properties;dam_engineering,OpenAlex,,https://openalex.org/W2377400947,,"Some or all of the natural aggregate could be replaced by the recycled aggregate crushed with the waste concrete.The recycled concrete will be constructed with the recycled aggregate to realize the construction waste resource utilization.But it will bring about the problem of increased costs and secondary pollution.Based on the rock-filled concrete technology,a new technology of recycling of waste concrete was proposed.At first,the waste concrete was simply broken into large diameter aggregate to be prepacked the rock-filled body; and then the self-compacting concrete was poured into the rock-filled body to construct the new recycled rock-filled concrete.The experiment of the filling property of self compacting concrete and the compressive and tensile properties were carried out.Laboratory test results showed that using this technology a dense and high strength concrete structure could be easily constructed due to the self-compacting concrete could be used to fill the pores between the waste concrete.The recycled rock-filled concrete specimen may have a similar strength with self-compacting concrete when the pouring.The new technology of the renewable concrete proposed could realize the renewable resources and utilization of the waste concrete efficiently and economically.",Aggregate (composite);Compressive strength;Construction waste;Environmental pollution;Waste management;Environmental science;Materials science;Engineering;et al.,en,1,open_access_candidate,closed,,,candidate,query=self-compacting rock-filled concrete; query=self-compacting concrete prepacked rock
openalex_390aedc167ed,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",Chunna Liu; Changbum R. Ahn; Xuehui An; Sang Hyun Lee,2013,2013 Winter Simulations Conference (WSC),numerical_modeling;dam_engineering,OpenAlex;Crossref,10.1109/wsc.2013.6721678,https://doi.org/10.1109/wsc.2013.6721678,,"Massive concrete dam projects will be conducted in the next ten years to respond to the increasing demand for clean energy and water resources in developing countries. With more attention paid to environmental issues, there is an increasing need to develop a methodology for reliably predicting the integrated performance of cost, schedule and emission factors in the planning stage. In this paper, we propose a methodology for using discrete event simulation (DES) for dam construction processes to enhance the performance dynamically. A case study is conducted to demonstrate the effectiveness of the DES model, which is validated by the actual cumulative progress on the construction site. The results indicate that the cost, schedule and emission performance are highly interactively correlated when using RFC in dam projects. The promoted methodology could help construction managers compare the integrated performance of different options in RFC dam constructions.",Schedule;Discrete event simulation;Computer science;Event (particle physics);Civil engineering;Engineering;Construction engineering;Simulation;et al.,en,6,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=rock-filled concrete; query=rock filled concrete
openalex_2066083a158a,"Integrated evaluation of cost, schedule and emission performance on rock-filled concrete dam construction operation using discrete event simulation",Chunna Liu; Changbum R. Ahn; Xuehui An; Sang Hyun Lee,2013,,numerical_modeling;dam_engineering,OpenAlex,10.5555/2675983.2676367,https://doi.org/10.5555/2675983.2676367,,"Massive concrete dam projects will be conducted in the next ten years to respond to the increasing demand for clean energy and water resources in developing countries. With more attention paid to environmental issues, there is an increasing need to develop a methodology for reliably predicting the integrated performance of cost, schedule and emission factors in the planning stage. In this paper, we propose a methodology for using discrete event simulation (DES) for dam construction processes to enhance the performance dynamically. A case study is conducted to demonstrate the effectiveness of the DES model, which is validated by the actual cumulative progress on the construction site. The results indicate that the cost, schedule and emission performance are highly interactively correlated when using RFC in dam projects. The promoted methodology could help construction managers compare the integrated performance of different options in RFC dam constructions.",Schedule;Discrete event simulation;Civil engineering;Event (particle physics);Computer science;Engineering;Construction engineering;Simulation;et al.,en,3,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam
openalex_417f1e9115d9,Life-Cycle Assessment of Concrete Dam Construction: Comparison of Environmental Impact of Rock-Filled and Conventional Concrete,Chunna Liu; Changbum R. Ahn; Xuehui An; Sang Hyun Lee,2013,Journal of Construction Engineering and Management,review;numerical_modeling;dam_engineering,OpenAlex;Crossref,10.1061/(asce)co.1943-7862.0000752,https://doi.org/10.1061/(asce)co.1943-7862.0000752,,"Massive concrete dam projects will be constructed in the next 10 years to respond to the increasing demand for clean energy and water resources in developing countries. Because of their ample use of cement, these projects have a significant environmental impact, including the production of carbon dioxide (CO2) emissions. Rock-filled concrete (RFC) is an innovative dam construction method that promises better environmental performance than conventional concrete (CC) in the material production stage by saving a large amount of cement. However, the environmental loads throughout the entire life cycle of a dam must be quantified. Thus, this paper aims to evaluate the environmental loads in the lifetime of a dam and reveal the environmental impact of RFC relative to CC over the entire life cycle of a concrete dam. Through reviewing the limitations of the existing life-cycle assessment (LCA) models, a hybrid LCA model is applied to achieve this goal. The results from a case study of a concrete dam project in China are presented to demonstrate the environmental benefit of RFC throughout the lifetime of a dam. The results indicate that RFC reduces greenhouse gas emissions by approximately 64% and energy consumption by approximately 55% compared with CC. With regard to each life cycle stage, RFC decreased the CO2 emissions by 72% in material production, 25% in transportation, 51% in construction, and 15.6% in operation and maintenance. The conclusion is that RFC is more environmentally responsible throughout the life cycle of a dam’s, and that the environmental benefit of RFC may help to encourage decision makers to select the appropriate methods in the planning phase.",Life-cycle assessment;Greenhouse gas;Environmental impact assessment;Environmental science;Cement;Production (economics);Civil engineering;Energy consumption;et al.,en,54,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=rock-fill concrete dam; query=rock-filled concrete; query=rock filled concrete
openalex_c00d64ddcdb3,Measurement and Evaluation of the Thermal Expansion Coefficient of Rock-Filled Concrete,Jinting Wang; Shuo Wang; Feng Jin,2013,Journal of Testing and Evaluation,numerical_modeling,OpenAlex;Crossref,10.1520/jte20120293,https://doi.org/10.1520/jte20120293,https://dl.astm.org/jte/article-pdf/41/6/951/137114/10_1520_jte20120293.pdf,"Abstract Rock-filled concrete (RFC), formed by pouring self-compacting concrete (SCC) into rock blocks, is a newly developed type of mass concrete. It is important to determine its coefficient of thermal expansion (CTE) in engineering applications. In this study the CTE of RFC was determined for the first time using thermal expansion tests. RFC with three rock rates was measured at different ages. Meanwhile, the CTEs of SCC and rock blocks were experimentally tested for subsequent numerical simulation and theoretical analysis. The CTE of RFC was then evaluated numerically and theoretically based on the constituent materials. A three-dimensional finite element model was built for the numerical simulation of the thermal expansion tests of RFC. In addition, two composite models were used for the theoretical evaluation of the CTE of RFC based on the material parameters of SCC and rock blocks. The obtained numerical and theoretical CTE values agree well with the experimental CTE value. The numerical simulation and theoretical formulas can be used to estimate the CTE of RFC, thereby overcoming the high cost of complex experimental measurements.",Thermal expansion;Materials science;Computer simulation;Rock mass classification;Thermal;Geotechnical engineering;Finite element method;Composite material;et al.,en,11,open_access_candidate,closed,,,candidate,query=rock-filled concrete; query=rock filled concrete; query=self-compacting rock-filled concrete; query=rock-filled concrete; query=rock filled concrete
